"reservada","correlacion","cantidad","origen"
gurí,consultor,3,twitter
gurí,programa,2,twitter
gurí,paraná,2,twitter
gurí,pirlo,2,twitter
gurí,mafia,2,twitter
gurí,ldjitt,2,twitter
gurí,llora,2,twitter
gurí,merece,2,twitter
gurí,genio,2,twitter
gurí,llamadoanep,2,twitter
gurí,cocoeldelcamion,2,twitter
gurí,gurí,52,post_facebook
gurí,jugador,7,post_facebook
gurí,grupo,5,post_facebook
gurí,viene,5,post_facebook
gurí,nacional,5,post_facebook
gurí,manos,4,post_facebook
gurí,celeste,4,post_facebook
gurí,allí,4,post_facebook
gurí,dejar,4,post_facebook
gurí,vuelta,4,post_facebook
gurí,flor,4,post_facebook
gurí,vida,4,post_facebook
gurí,apoyo,4,post_facebook
gurí,espero,4,post_facebook
gurí,blancos,4,post_facebook
gurí,hablar,3,post_facebook
gurí,gastón,3,post_facebook
gurí,foto,3,post_facebook
gurí,fila,3,post_facebook
gurí,frente,3,post_facebook
gurí,hermanos,3,post_facebook
gurí,culpa,3,post_facebook
gurí,árbol,3,post_facebook
gurí,amor,3,post_facebook
gurí,final,3,post_facebook
gurí,chino,3,post_facebook
gurí,allá,3,post_facebook
gurí,diego,3,post_facebook
gurí,cabeza,3,post_facebook
gurí,bolsillos,3,post_facebook
gurí,gurí,849,facebook_comentarios
gurí,suerte,45,facebook_comentarios
gurí,pobre,38,facebook_comentarios
gurí,fuerza,33,facebook_comentarios
gurí,vida,27,facebook_comentarios
gurí,nacional,24,facebook_comentarios
gurí,peñarol,23,facebook_comentarios
gurí,um,22,facebook_comentarios
gurí,mal,20,facebook_comentarios
gurí,pra,19,facebook_comentarios
gurí,felicitaciones,19,facebook_comentarios
gurí,padre,18,facebook_comentarios
gurí,barbaridade,17,facebook_comentarios
gurí,jugador,17,facebook_comentarios
gurí,feliz,16,facebook_comentarios
gurí,cancha,16,facebook_comentarios
gurí,camiseta,16,facebook_comentarios
gurí,familia,16,facebook_comentarios
gurí,historia,15,facebook_comentarios
gurí,importa,15,facebook_comentarios
gurí,muito,14,facebook_comentarios
gurí,vai,14,facebook_comentarios
gurí,chico,14,facebook_comentarios
gurí,só,13,facebook_comentarios
gurí,pueblo,13,facebook_comentarios
gurí,fútbol,13,facebook_comentarios
gurí,uruguaiana,13,facebook_comentarios
gurí,pasa,13,facebook_comentarios
gurí,futuro,13,facebook_comentarios
gurí,isso,12,facebook_comentarios
gurí,columna,2,twitter
gurí,fútbol,2,twitter
gurí,consagrado,2,twitter
gurí,indiscutido,2,twitter
gurí,diegodelacurva,2,twitter
guacho,guacho,31,twitter
guacho,cabañas,2,twitter
guacho,abrazo,2,twitter
guacho,recomiendo,2,twitter
guacho,up,2,twitter
guacho,talento,2,twitter
guacho,diegodelacurva,2,twitter
guacho,jugador,2,twitter
guacho,mkesman,2,twitter
guacho,nacional,2,twitter
guacho,stand,2,twitter
guacho,tranquilo,2,twitter
guacho,venir,2,twitter
guacho,teatro,2,twitter
guacho,maxi,2,twitter
guacho,cocoeldelcamion,2,twitter
guacho,enzocarballo,2,twitter
guacho,rompiste,2,twitter
guacho,maxidelacruz,2,twitter
guacho,metro,2,twitter
guacho,arco,2,twitter
guacho,mverrina,2,twitter
guacho,abrazos,2,twitter
guacho,auto,1,twitter
guacho,calle,1,twitter
guacho,guacho,45,post_facebook
guacho,aca,7,post_facebook
guacho,guachos,6,post_facebook
guacho,robaron,6,post_facebook
guacho,php,6,post_facebook
guacho,asesinos,6,post_facebook
guacho,tiro,6,post_facebook
guacho,forma,6,post_facebook
guacho,index,6,post_facebook
guacho,menores,6,post_facebook
guacho,viene,5,post_facebook
guacho,vida,5,post_facebook
guacho,vivo,4,post_facebook
guacho,vivir,4,post_facebook
guacho,vive,4,post_facebook
guacho,vecinos,4,post_facebook
guacho,recuerdo,4,post_facebook
guacho,pordeciralgo,4,post_facebook
guacho,mala,4,post_facebook
guacho,pasiva,4,post_facebook
guacho,gusta,4,post_facebook
guacho,justicia,4,post_facebook
guacho,perro,4,post_facebook
guacho,diego,4,post_facebook
guacho,tenia,4,post_facebook
guacho,escuela,4,post_facebook
guacho,compartida,3,post_facebook
guacho,comienza,3,post_facebook
guacho,china,3,post_facebook
guacho,companias,3,post_facebook
guacho,guacho,"1,346",facebook_comentarios
guacho,jugar,50,facebook_comentarios
guacho,vida,44,facebook_comentarios
guacho,suerte,43,facebook_comentarios
guacho,peñarol,42,facebook_comentarios
guacho,jugador,41,facebook_comentarios
guacho,pibe,37,facebook_comentarios
guacho,fuerza,37,facebook_comentarios
guacho,pobre,34,facebook_comentarios
guacho,loco,33,facebook_comentarios
guacho,mal,32,facebook_comentarios
guacho,nacional,32,facebook_comentarios
guacho,camiseta,29,facebook_comentarios
guacho,juega,29,facebook_comentarios
guacho,aguante,28,facebook_comentarios
guacho,carajo,27,facebook_comentarios
guacho,dale,27,facebook_comentarios
guacho,jajaja,27,facebook_comentarios
guacho,bolso,26,facebook_comentarios
guacho,futuro,26,facebook_comentarios
guacho,celeste,26,facebook_comentarios
guacho,viejo,25,facebook_comentarios
guacho,jugadores,24,facebook_comentarios
guacho,pasa,24,facebook_comentarios
guacho,ganar,23,facebook_comentarios
guacho,manya,22,facebook_comentarios
guacho,mundial,22,facebook_comentarios
guacho,partidos,22,facebook_comentarios
guacho,padre,22,facebook_comentarios
guacho,seleccion,21,facebook_comentarios
guacho,autazos,1,twitter
guacho,andresramirez,1,twitter
guacho,campaña,1,twitter
guacho,cagués,1,twitter
guacho,cabeza,1,twitter
botija,botija,46,twitter
botija,maula,9,twitter
botija,pobre,3,twitter
botija,fer,3,twitter
botija,nan,3,twitter
botija,tuiteroboutique,3,twitter
botija,vieja,3,twitter
botija,alefaurlin,3,twitter
botija,latorre,2,twitter
botija,fenamenadeverda,2,twitter
botija,fedecas,2,twitter
botija,jaja,2,twitter
botija,bailar,2,twitter
botija,luiscarballo,2,twitter
botija,jchevanton,2,twitter
botija,darwin,2,twitter
botija,contento,2,twitter
botija,corso,2,twitter
botija,dejé,2,twitter
botija,contramano,2,twitter
botija,aguanta,2,twitter
botija,alegría,2,twitter
botija,campeonato,2,twitter
botija,cañ,2,twitter
botija,botija,147,post_facebook
botija,celeste,34,post_facebook
botija,lacelestedeantes,27,post_facebook
botija,vuelva,22,post_facebook
botija,nacional,11,post_facebook
botija,mirá,10,post_facebook
botija,selección,10,post_facebook
botija,gol,10,post_facebook
botija,index,9,post_facebook
botija,vuelvan,9,post_facebook
botija,php,9,post_facebook
botija,pordeciralgo,9,post_facebook
botija,jugador,9,post_facebook
botija,padre,8,post_facebook
botija,foto,8,post_facebook
botija,valores,8,post_facebook
botija,video,8,post_facebook
botija,equipo,7,post_facebook
botija,jugar,7,post_facebook
botija,vida,7,post_facebook
botija,fútbol,7,post_facebook
botija,peñarol,7,post_facebook
botija,mal,7,post_facebook
botija,jugadores,6,post_facebook
botija,final,6,post_facebook
botija,goo,6,post_facebook
botija,diego,6,post_facebook
botija,camiseta,6,post_facebook
botija,pelota,6,post_facebook
botija,futuro,6,post_facebook
botija,botija,"2,218",facebook_comentarios
botija,peñarol,113,facebook_comentarios
botija,suerte,108,facebook_comentarios
botija,pobre,102,facebook_comentarios
botija,nacional,92,facebook_comentarios
botija,mal,87,facebook_comentarios
botija,jugador,77,facebook_comentarios
botija,jugar,73,facebook_comentarios
botija,vida,72,facebook_comentarios
botija,pibe,68,facebook_comentarios
botija,cancha,64,facebook_comentarios
botija,futbol,64,facebook_comentarios
botija,futuro,61,facebook_comentarios
botija,fuerza,59,facebook_comentarios
botija,jugadores,52,facebook_comentarios
botija,celeste,50,facebook_comentarios
botija,cuadro,46,facebook_comentarios
botija,goles,46,facebook_comentarios
botija,gol,45,facebook_comentarios
botija,viejo,44,facebook_comentarios
botija,pasa,44,facebook_comentarios
botija,equipo,44,facebook_comentarios
botija,seguro,42,facebook_comentarios
botija,camiseta,42,facebook_comentarios
botija,felicitaciones,42,facebook_comentarios
botija,cabeza,41,facebook_comentarios
botija,bolso,40,facebook_comentarios
botija,loco,40,facebook_comentarios
botija,familia,40,facebook_comentarios
botija,club,40,facebook_comentarios
botija,guri,2,twitter
botija,ihfdfcxyh,2,twitter
botija,abrazo,2,twitter
botija,alejandroostria,2,twitter
botija,beso,2,twitter
botija,clariabreuok,2,twitter
plancha,plancha,41,twitter
plancha,chorros,7,twitter
plancha,roja,4,twitter
plancha,rojo,3,twitter
plancha,vidrio,3,twitter
plancha,amarilla,3,twitter
plancha,pablo,3,twitter
plancha,rompe,3,twitter
plancha,auto,3,twitter
plancha,roba,3,twitter
plancha,tonta,2,twitter
plancha,serio,2,twitter
plancha,tarde,2,twitter
plancha,uds,2,twitter
plancha,segundaradio,2,twitter
plancha,juez,2,twitter
plancha,grimi,2,twitter
plancha,programa,2,twitter
plancha,cerro,2,twitter
plancha,encanta,2,twitter
plancha,caliente,2,twitter
plancha,audiencia,2,twitter
plancha,abdomen,2,twitter
plancha,divertido,2,twitter
plancha,plancha,128,post_facebook
plancha,pelo,12,post_facebook
plancha,vida,11,post_facebook
plancha,familia,11,post_facebook
plancha,frente,10,post_facebook
plancha,personas,10,post_facebook
plancha,agua,10,post_facebook
plancha,punto,9,post_facebook
plancha,philips,9,post_facebook
plancha,nacional,9,post_facebook
plancha,vivir,9,post_facebook
plancha,cambiar,9,post_facebook
plancha,abajo,9,post_facebook
plancha,social,9,post_facebook
plancha,programas,8,post_facebook
plancha,resto,8,post_facebook
plancha,empezamos,8,post_facebook
plancha,ven,8,post_facebook
plancha,minutos,8,post_facebook
plancha,semana,8,post_facebook
plancha,futuro,8,post_facebook
plancha,hablar,8,post_facebook
plancha,personal,8,post_facebook
plancha,sal,7,post_facebook
plancha,postres,7,post_facebook
plancha,damos,7,post_facebook
plancha,curso,7,post_facebook
plancha,cuentas,7,post_facebook
plancha,compañeros,7,post_facebook
plancha,acceder,7,post_facebook
plancha,plancha,"1,939",facebook_comentarios
plancha,jajaja,76,facebook_comentarios
plancha,mal,66,facebook_comentarios
plancha,jaja,61,facebook_comentarios
plancha,peñarol,56,facebook_comentarios
plancha,nacional,53,facebook_comentarios
plancha,jugador,51,facebook_comentarios
plancha,vida,49,facebook_comentarios
plancha,pasa,48,facebook_comentarios
plancha,pecho,43,facebook_comentarios
plancha,futbol,41,facebook_comentarios
plancha,gobierno,41,facebook_comentarios
plancha,frente,40,facebook_comentarios
plancha,jugar,39,facebook_comentarios
plancha,hablar,39,facebook_comentarios
plancha,mierda,37,facebook_comentarios
plancha,patada,35,facebook_comentarios
plancha,gusta,35,facebook_comentarios
plancha,fa,35,facebook_comentarios
plancha,negro,35,facebook_comentarios
plancha,pobre,35,facebook_comentarios
plancha,cumbia,35,facebook_comentarios
plancha,cancha,35,facebook_comentarios
plancha,pelo,34,facebook_comentarios
plancha,suarez,33,facebook_comentarios
plancha,paso,33,facebook_comentarios
plancha,fútbol,33,facebook_comentarios
plancha,seguro,32,facebook_comentarios
plancha,roja,32,facebook_comentarios
plancha,medio,32,facebook_comentarios
plancha,república,2,twitter
plancha,alespuntone,1,twitter
plancha,arrancamos,1,twitter
plancha,arenal,1,twitter
plancha,alenb,1,twitter
plancha,adentro,1,twitter
ñeri,ñeri,13,twitter
ñeri,wenieri,4,twitter
ñeri,cocoeldelcamion,4,twitter
ñeri,flopidornell,2,twitter
ñeri,enzo,2,twitter
ñeri,casella,2,twitter
ñeri,pl,2,twitter
ñeri,jajaja,2,twitter
ñeri,caqsom,2,twitter
ñeri,paparazzidm,2,twitter
ñeri,apellido,1,twitter
ñeri,banco,1,twitter
ñeri,bpflopy,1,twitter
ñeri,escucharme,1,twitter
ñeri,auto,1,twitter
ñeri,andar,1,twitter
ñeri,alegra,1,twitter
ñeri,atrás,1,twitter
ñeri,comedor,1,twitter
ñeri,atomice,1,twitter
ñeri,cumple,1,twitter
ñeri,dedo,1,twitter
ñeri,delirando,1,twitter
ñeri,depende,1,twitter
ñeri,ñeri,4,post_facebook
ñeri,saludos,3,post_facebook
ñeri,america,1,post_facebook
ñeri,belu,1,post_facebook
ñeri,bendita,1,post_facebook
ñeri,comento,1,post_facebook
ñeri,contas,1,post_facebook
ñeri,copa,1,post_facebook
ñeri,cumple,1,post_facebook
ñeri,desile,1,post_facebook
ñeri,diego,1,post_facebook
ñeri,escuchar,1,post_facebook
ñeri,espero,1,post_facebook
ñeri,feliz,1,post_facebook
ñeri,hablan,1,post_facebook
ñeri,hola,1,post_facebook
ñeri,javii,1,post_facebook
ñeri,lenoble,1,post_facebook
ñeri,mandale,1,post_facebook
ñeri,mexico,1,post_facebook
ñeri,monedas,1,post_facebook
ñeri,morocha,1,post_facebook
ñeri,olmos,1,post_facebook
ñeri,ordinario,1,post_facebook
ñeri,pagarle,1,post_facebook
ñeri,pasas,1,post_facebook
ñeri,pasmado,1,post_facebook
ñeri,piñe,1,post_facebook
ñeri,piola,1,post_facebook
ñeri,ponga,1,post_facebook
ñeri,ñeri,181,facebook_comentarios
ñeri,peñarol,10,facebook_comentarios
ñeri,jajaja,10,facebook_comentarios
ñeri,jaja,6,facebook_comentarios
ñeri,bo,6,facebook_comentarios
ñeri,plata,5,facebook_comentarios
ñeri,aguante,4,facebook_comentarios
ñeri,feliz,4,facebook_comentarios
ñeri,vapai,4,facebook_comentarios
ñeri,idioma,4,facebook_comentarios
ñeri,ley,4,facebook_comentarios
ñeri,medio,4,facebook_comentarios
ñeri,alto,4,facebook_comentarios
ñeri,plancha,4,facebook_comentarios
ñeri,mujica,4,facebook_comentarios
ñeri,liceo,3,facebook_comentarios
ñeri,castillo,3,facebook_comentarios
ñeri,jugar,3,facebook_comentarios
ñeri,ja,3,facebook_comentarios
ñeri,boleto,3,facebook_comentarios
ñeri,golero,3,facebook_comentarios
ñeri,hablar,3,facebook_comentarios
ñeri,asesinatos,3,facebook_comentarios
ñeri,armas,3,facebook_comentarios
ñeri,drogas,3,facebook_comentarios
ñeri,estilo,3,facebook_comentarios
ñeri,frente,3,facebook_comentarios
ñeri,jajajaja,3,facebook_comentarios
ñeri,culpa,3,facebook_comentarios
ñeri,cumple,3,facebook_comentarios
ñeri,eh,1,twitter
ñeri,emiiz,1,twitter
ñeri,amerite,1,twitter
ñeri,escribiste,1,twitter
ñeri,clarito,1,twitter
ñeri,chocolate,1,twitter
pibe,pibe,219,twitter
pibe,sueño,11,twitter
pibe,pobre,8,twitter
pibe,chorros,7,twitter
pibe,mal,6,twitter
pibe,jaja,5,twitter
pibe,messi,5,twitter
pibe,lindo,5,twitter
pibe,vi,4,twitter
pibe,eh,4,twitter
pibe,m,4,twitter
pibe,basta,4,twitter
pibe,gh,4,twitter
pibe,veo,4,twitter
pibe,diego,4,twitter
pibe,re,4,twitter
pibe,jajajaja,4,twitter
pibe,murió,3,twitter
pibe,mataron,3,twitter
pibe,ojo,3,twitter
pibe,jugar,3,twitter
pibe,cocoeldelcamion,3,twitter
pibe,cavani,3,twitter
pibe,jorge,3,twitter
pibe,pibe,431,post_facebook
pibe,peñarol,45,post_facebook
pibe,php,39,post_facebook
pibe,index,38,post_facebook
pibe,pordeciralgo,38,post_facebook
pibe,miralo,31,post_facebook
pibe,rodríguez,26,post_facebook
pibe,nacional,26,post_facebook
pibe,gol,25,post_facebook
pibe,vida,25,post_facebook
pibe,sueño,24,post_facebook
pibe,mirá,24,post_facebook
pibe,jugador,24,post_facebook
pibe,jugar,24,post_facebook
pibe,valderrama,23,post_facebook
pibe,futbol,23,post_facebook
pibe,club,22,post_facebook
pibe,cancha,22,post_facebook
pibe,video,19,post_facebook
pibe,jonathan,19,post_facebook
pibe,equipo,18,post_facebook
pibe,familia,17,post_facebook
pibe,mal,17,post_facebook
pibe,suerte,15,post_facebook
pibe,semana,15,post_facebook
pibe,fútbol,15,post_facebook
pibe,camiseta,15,post_facebook
pibe,mundial,15,post_facebook
pibe,selección,14,post_facebook
pibe,pda,14,post_facebook
pibe,pibe,"13,215",facebook_comentarios
pibe,peñarol,924,facebook_comentarios
pibe,pobre,704,facebook_comentarios
pibe,jugar,676,facebook_comentarios
pibe,nacional,648,facebook_comentarios
pibe,jugador,560,facebook_comentarios
pibe,suerte,498,facebook_comentarios
pibe,mal,489,facebook_comentarios
pibe,vida,470,facebook_comentarios
pibe,juega,443,facebook_comentarios
pibe,jugadores,418,facebook_comentarios
pibe,futbol,396,facebook_comentarios
pibe,futuro,356,facebook_comentarios
pibe,loco,338,facebook_comentarios
pibe,fuerza,330,facebook_comentarios
pibe,familia,310,facebook_comentarios
pibe,camiseta,305,facebook_comentarios
pibe,cancha,297,facebook_comentarios
pibe,bolso,278,facebook_comentarios
pibe,pasa,261,facebook_comentarios
pibe,gol,257,facebook_comentarios
pibe,club,256,facebook_comentarios
pibe,plata,250,facebook_comentarios
pibe,goles,246,facebook_comentarios
pibe,equipo,241,facebook_comentarios
pibe,cuadro,240,facebook_comentarios
pibe,aca,239,facebook_comentarios
pibe,manya,239,facebook_comentarios
pibe,jajaja,236,facebook_comentarios
pibe,padre,235,facebook_comentarios
pibe,paso,3,twitter
pibe,hermoso,3,twitter
pibe,hernanhgomez,3,twitter
pibe,foto,3,twitter
pibe,hablar,3,twitter
pibe,fedevigevani,3,twitter
diversión,diversión,129,twitter
diversión,alegría,14,twitter
diversión,enjoyconrad,11,twitter
diversión,amigos,10,twitter
diversión,juegos,10,twitter
diversión,color,10,twitter
diversión,enconsentidas,9,twitter
diversión,asegurada,9,twitter
diversión,show,8,twitter
diversión,sábado,8,twitter
diversión,entrada,8,twitter
diversión,todosmateo,7,twitter
diversión,regalo,7,twitter
diversión,pong,7,twitter
diversión,famosos,7,twitter
diversión,james,7,twitter
diversión,ping,7,twitter
diversión,mate,7,twitter
diversión,micro,7,twitter
diversión,perder,7,twitter
diversión,emiliadays,6,twitter
diversión,mariagomensoro,6,twitter
diversión,saritaperrone,6,twitter
diversión,consentidas,6,twitter
diversión,diversión,335,post_facebook
diversión,playas,39,post_facebook
diversión,juegos,32,post_facebook
diversión,vacaciones,30,post_facebook
diversión,familia,29,post_facebook
diversión,música,25,post_facebook
diversión,info,25,post_facebook
diversión,actividades,23,post_facebook
diversión,chicos,20,post_facebook
diversión,semana,20,post_facebook
diversión,canal,19,post_facebook
diversión,asegurada,19,post_facebook
diversión,alegría,18,post_facebook
diversión,verano,18,post_facebook
diversión,evento,17,post_facebook
diversión,ciudad,17,post_facebook
diversión,programa,16,post_facebook
diversión,centro,16,post_facebook
diversión,personas,16,post_facebook
diversión,marzo,15,post_facebook
diversión,tarde,15,post_facebook
diversión,vivir,14,post_facebook
diversión,fiesta,14,post_facebook
diversión,podés,14,post_facebook
diversión,llega,14,post_facebook
diversión,brasil,14,post_facebook
diversión,noches,13,post_facebook
diversión,on,13,post_facebook
diversión,parques,13,post_facebook
diversión,pura,13,post_facebook
diversión,diversión,847,facebook_comentarios
diversión,animales,121,facebook_comentarios
diversión,vida,72,facebook_comentarios
diversión,animal,68,facebook_comentarios
diversión,matar,61,facebook_comentarios
diversión,personas,56,facebook_comentarios
diversión,muerte,42,facebook_comentarios
diversión,mal,42,facebook_comentarios
diversión,matan,36,facebook_comentarios
diversión,toros,33,facebook_comentarios
diversión,cultura,32,facebook_comentarios
diversión,persona,31,facebook_comentarios
diversión,amigos,30,facebook_comentarios
diversión,pasa,30,facebook_comentarios
diversión,humanos,28,facebook_comentarios
diversión,deporte,28,facebook_comentarios
diversión,fútbol,27,facebook_comentarios
diversión,sana,26,facebook_comentarios
diversión,forma,26,facebook_comentarios
diversión,gusta,26,facebook_comentarios
diversión,problema,26,facebook_comentarios
diversión,pobres,25,facebook_comentarios
diversión,humano,25,facebook_comentarios
diversión,seres,25,facebook_comentarios
diversión,sociedad,24,facebook_comentarios
diversión,tortura,23,facebook_comentarios
diversión,arte,23,facebook_comentarios
diversión,derecho,23,facebook_comentarios
diversión,toro,22,facebook_comentarios
diversión,comer,22,facebook_comentarios
diversión,vacaciones,5,twitter
diversión,familia,5,twitter
diversión,esperamos,5,twitter
diversión,pura,5,twitter
diversión,equipo,4,twitter
diversión,llega,4,twitter
libertad,libertad,717,twitter
libertad,expresión,55,twitter
libertad,democracia,33,twitter
libertad,plaza,25,twitter
libertad,propiedad,25,twitter
libertad,justicia,22,twitter
libertad,privada,22,twitter
libertad,bonilla,20,twitter
libertad,hernan,19,twitter
libertad,oficial,18,twitter
libertad,columna,18,twitter
libertad,river,17,twitter
libertad,igualdad,17,twitter
libertad,derecho,16,twitter
libertad,viva,16,twitter
libertad,prensa,16,twitter
libertad,ley,16,twitter
libertad,paz,16,twitter
libertad,guma,15,twitter
libertad,gobierno,14,twitter
libertad,personas,14,twitter
libertad,pza,14,twitter
libertad,sub,13,twitter
libertad,libertad,"3,046",post_facebook
libertad,nacional,400,post_facebook
libertad,vida,367,post_facebook
libertad,personas,271,post_facebook
libertad,gobierno,265,post_facebook
libertad,frente,251,post_facebook
libertad,expresión,250,post_facebook
libertad,derechos,245,post_facebook
libertad,justicia,245,post_facebook
libertad,ley,235,post_facebook
libertad,derecho,234,post_facebook
libertad,forma,233,post_facebook
libertad,historia,219,post_facebook
libertad,democracia,212,post_facebook
libertad,sociedad,208,post_facebook
libertad,pueblo,198,post_facebook
libertad,política,191,post_facebook
libertad,libre,180,post_facebook
libertad,social,179,post_facebook
libertad,humanos,174,post_facebook
libertad,paraguay,173,post_facebook
libertad,prensa,169,post_facebook
libertad,jorge,161,post_facebook
libertad,medios,160,post_facebook
libertad,san,159,post_facebook
libertad,mujeres,152,post_facebook
libertad,seguridad,144,post_facebook
libertad,república,144,post_facebook
libertad,paz,143,post_facebook
libertad,medio,143,post_facebook
libertad,libertad,"17,512",facebook_comentarios
libertad,expresión,"1,825",facebook_comentarios
libertad,vida,"1,604",facebook_comentarios
libertad,gobierno,"1,349",facebook_comentarios
libertad,derecho,"1,245",facebook_comentarios
libertad,democracia,"1,161",facebook_comentarios
libertad,pueblo,"1,144",facebook_comentarios
libertad,personas,"1,073",facebook_comentarios
libertad,prensa,"1,016",facebook_comentarios
libertad,derechos,935,facebook_comentarios
libertad,justicia,924,facebook_comentarios
libertad,libre,891,facebook_comentarios
libertad,ley,862,facebook_comentarios
libertad,respeto,861,facebook_comentarios
libertad,mal,827,facebook_comentarios
libertad,forma,731,facebook_comentarios
libertad,persona,683,facebook_comentarios
libertad,dictadura,681,facebook_comentarios
libertad,expresion,679,facebook_comentarios
libertad,vivir,660,facebook_comentarios
libertad,sociedad,646,facebook_comentarios
libertad,frente,645,facebook_comentarios
libertad,nacional,605,facebook_comentarios
libertad,dinero,593,facebook_comentarios
libertad,historia,585,facebook_comentarios
libertad,medios,564,facebook_comentarios
libertad,paz,561,facebook_comentarios
libertad,presos,556,facebook_comentarios
libertad,acuerdo,541,facebook_comentarios
libertad,humanos,537,facebook_comentarios
libertad,república,13,twitter
libertad,compromiso,13,twitter
libertad,ccp,13,twitter
libertad,jorgewlarranaga,13,twitter
libertad,privadas,13,twitter
libertad,venezuela,13,twitter
libertad,presos,12,twitter
derechos,derechos,695,twitter
derechos,humanos,149,twitter
derechos,nacional,41,twitter
derechos,trabajadores,33,twitter
derechos,personas,32,twitter
derechos,rurales,22,twitter
derechos,mujeres,21,twitter
derechos,onu,20,twitter
derechos,gobierno,19,twitter
derechos,frente,17,twitter
derechos,defender,16,twitter
derechos,ley,15,twitter
derechos,defensa,15,twitter
derechos,presidencia,14,twitter
derechos,internacional,14,twitter
derechos,autor,14,twitter
derechos,democracia,14,twitter
derechos,amplio,14,twitter
derechos,discapacidad,14,twitter
derechos,libertades,14,twitter
derechos,tv,13,twitter
derechos,oea,13,twitter
derechos,laborales,13,twitter
derechos,derechos,"3,701",post_facebook
derechos,humanos,"1,089",post_facebook
derechos,reservados,545,post_facebook
derechos,nacional,481,post_facebook
derechos,derecho,468,post_facebook
derechos,personas,466,post_facebook
derechos,gobierno,439,post_facebook
derechos,vida,409,post_facebook
derechos,ley,378,post_facebook
derechos,internacional,320,post_facebook
derechos,frente,318,post_facebook
derechos,social,312,post_facebook
derechos,sociedad,305,post_facebook
derechos,justicia,279,post_facebook
derechos,mujeres,274,post_facebook
derechos,forma,270,post_facebook
derechos,política,255,post_facebook
derechos,libertad,245,post_facebook
derechos,salud,242,post_facebook
derechos,educación,226,post_facebook
derechos,violencia,219,post_facebook
derechos,situación,209,post_facebook
derechos,sociales,208,post_facebook
derechos,pueblo,204,post_facebook
derechos,sistema,196,post_facebook
derechos,medio,196,post_facebook
derechos,seguridad,195,post_facebook
derechos,desarrollo,195,post_facebook
derechos,familia,194,post_facebook
derechos,ciudadanos,191,post_facebook
derechos,derechos,"23,012",facebook_comentarios
derechos,humanos,"7,154",facebook_comentarios
derechos,gobierno,"2,329",facebook_comentarios
derechos,derecho,"2,103",facebook_comentarios
derechos,personas,"2,022",facebook_comentarios
derechos,vida,"1,988",facebook_comentarios
derechos,pueblo,"1,549",facebook_comentarios
derechos,ley,"1,430",facebook_comentarios
derechos,sociedad,"1,228",facebook_comentarios
derechos,justicia,"1,167",facebook_comentarios
derechos,mal,"1,128",facebook_comentarios
derechos,respeto,"1,114",facebook_comentarios
derechos,delincuentes,"1,045",facebook_comentarios
derechos,trabajadores,"1,020",facebook_comentarios
derechos,mujeres,"1,018",facebook_comentarios
derechos,libertad,935,facebook_comentarios
derechos,persona,889,facebook_comentarios
derechos,leyes,881,facebook_comentarios
derechos,familia,877,facebook_comentarios
derechos,mujer,875,facebook_comentarios
derechos,ciudadanos,849,facebook_comentarios
derechos,defender,838,facebook_comentarios
derechos,vivir,800,facebook_comentarios
derechos,acuerdo,793,facebook_comentarios
derechos,pasa,788,facebook_comentarios
derechos,forma,714,facebook_comentarios
derechos,peor,701,facebook_comentarios
derechos,frente,691,facebook_comentarios
derechos,educación,690,facebook_comentarios
derechos,igualdad,683,facebook_comentarios
derechos,igualdad,13,twitter
derechos,plan,13,twitter
derechos,oportunidades,12,twitter
derechos,convención,12,twitter
derechos,adolescentes,12,twitter
derechos,ministerio,11,twitter
derechos,mtss,11,twitter
revolución,revolución,129,twitter
revolución,unión,6,twitter
revolución,vnr,6,twitter
revolución,dplrdt,6,twitter
revolución,forjó,6,twitter
revolución,garantía,6,twitter
revolución,cívico,6,twitter
revolución,energética,6,twitter
revolución,militar,6,twitter
revolución,cuyunn,6,twitter
revolución,vladimirpadrino,6,twitter
revolución,gnb,6,twitter
revolución,lactancia,5,twitter
revolución,incrementado,5,twitter
revolución,yrfmvs,5,twitter
revolución,formación,5,twitter
revolución,promoción,5,twitter
revolución,materna,5,twitter
revolución,pyd,5,twitter
revolución,audio,5,twitter
revolución,vivo,4,twitter
revolución,silenciosa,4,twitter
revolución,historia,4,twitter
revolución,revolución,484,post_facebook
revolución,gobierno,64,post_facebook
revolución,social,57,post_facebook
revolución,historia,56,post_facebook
revolución,política,53,post_facebook
revolución,nacional,52,post_facebook
revolución,vida,49,post_facebook
revolución,frente,47,post_facebook
revolución,forma,44,post_facebook
revolución,sociedad,43,post_facebook
revolución,personas,42,post_facebook
revolución,cambio,39,post_facebook
revolución,pueblo,38,post_facebook
revolución,sistema,36,post_facebook
revolución,república,35,post_facebook
revolución,político,35,post_facebook
revolución,sociales,34,post_facebook
revolución,proceso,33,post_facebook
revolución,educación,33,post_facebook
revolución,derechos,32,post_facebook
revolución,camino,32,post_facebook
revolución,libertad,32,post_facebook
revolución,venezuela,31,post_facebook
revolución,países,31,post_facebook
revolución,democracia,31,post_facebook
revolución,mujica,31,post_facebook
revolución,grupo,31,post_facebook
revolución,especial,30,post_facebook
revolución,cuba,30,post_facebook
revolución,mundial,29,post_facebook
revolución,revolución,"1,613",facebook_comentarios
revolución,gobierno,227,facebook_comentarios
revolución,pueblo,204,facebook_comentarios
