"reservada","correlacion","cantidad","origen"
revolución,cuba,134,facebook_comentarios
revolución,social,130,facebook_comentarios
revolución,nacional,129,facebook_comentarios
revolución,política,128,facebook_comentarios
revolución,democracia,125,facebook_comentarios
revolución,vida,123,facebook_comentarios
revolución,frente,117,facebook_comentarios
revolución,venezuela,117,facebook_comentarios
revolución,dinero,113,facebook_comentarios
revolución,viva,109,facebook_comentarios
revolución,dictadura,106,facebook_comentarios
revolución,personas,103,facebook_comentarios
revolución,izquierda,96,facebook_comentarios
revolución,realidad,94,facebook_comentarios
revolución,educación,89,facebook_comentarios
revolución,político,86,facebook_comentarios
revolución,historia,84,facebook_comentarios
revolución,cambio,83,facebook_comentarios
revolución,mal,81,facebook_comentarios
revolución,países,81,facebook_comentarios
revolución,bolivariana,80,facebook_comentarios
revolución,llegar,80,facebook_comentarios
revolución,medio,79,facebook_comentarios
revolución,gobiernos,78,facebook_comentarios
revolución,forma,77,facebook_comentarios
revolución,hombres,76,facebook_comentarios
revolución,políticos,75,facebook_comentarios
revolución,carlos,4,twitter
revolución,secreta,4,twitter
revolución,amor,4,twitter
revolución,patriotas,4,twitter
revolución,educativa,4,twitter
revolución,m,4,twitter
revolución,francesa,4,twitter
educación,educación,"4,208",post_facebook
educación,nacional,604,post_facebook
educación,gobierno,511,post_facebook
educación,cultura,457,post_facebook
educación,salud,402,post_facebook
educación,pública,402,post_facebook
educación,social,377,post_facebook
educación,ministerio,376,post_facebook
educación,programa,372,post_facebook
educación,seguridad,319,post_facebook
educación,sociedad,316,post_facebook
educación,jóvenes,313,post_facebook
educación,vida,308,post_facebook
educación,docentes,304,post_facebook
educación,frente,300,post_facebook
educación,estudiantes,287,post_facebook
educación,personas,279,post_facebook
educación,sistema,272,post_facebook
educación,política,272,post_facebook
educación,desarrollo,269,post_facebook
educación,información,266,post_facebook
educación,forma,254,post_facebook
educación,secundaria,245,post_facebook
educación,proyecto,243,post_facebook
educación,ley,241,post_facebook
educación,escuela,240,post_facebook
educación,consejo,232,post_facebook
educación,derechos,226,post_facebook
educación,república,225,post_facebook
educación,calidad,219,post_facebook
educación,educación,"29,095",facebook_comentarios
educación,salud,"3,645",facebook_comentarios
educación,gobierno,"3,078",facebook_comentarios
educación,vida,"2,524",facebook_comentarios
educación,personas,"2,336",facebook_comentarios
educación,sociedad,"2,238",facebook_comentarios
educación,peor,"2,110",facebook_comentarios
educación,seguridad,"2,041",facebook_comentarios
educación,mal,"1,872",facebook_comentarios
educación,pueblo,"1,672",facebook_comentarios
educación,respeto,"1,619",facebook_comentarios
educación,perú,"1,409",facebook_comentarios
educación,importa,"1,394",facebook_comentarios
educación,ignorancia,"1,281",facebook_comentarios
educación,valores,"1,271",facebook_comentarios
educación,basura,"1,265",facebook_comentarios
educación,sueldo,"1,254",facebook_comentarios
educación,ustedes,"1,253",facebook_comentarios
educación,calidad,"1,247",facebook_comentarios
educación,peruano,"1,213",facebook_comentarios
educación,peruanos,"1,197",facebook_comentarios
educación,problemas,"1,191",facebook_comentarios
educación,talento,"1,189",facebook_comentarios
educación,pública,"1,187",facebook_comentarios
educación,ignorante,"1,176",facebook_comentarios
educación,dinero,"1,149",facebook_comentarios
educación,desarrollo,"1,143",facebook_comentarios
educación,corrupción,"1,120",facebook_comentarios
educación,cultura,"1,117",facebook_comentarios
educación,nacional,"1,087",facebook_comentarios
educación,educación,"1,793",twitter
educación,pública,126,twitter
educación,anep,96,twitter
educación,plan,80,twitter
educación,ceibal,77,twitter
educación,media,73,twitter
educación,docentes,66,twitter
educación,nacional,60,twitter
educación,estudiantes,58,twitter
educación,salud,55,twitter
educación,primaria,52,twitter
educación,cultura,50,twitter
educación,secundaria,49,twitter
educación,formación,48,twitter
educación,analiapineyrua,46,twitter
educación,inicial,45,twitter
educación,mec,44,twitter
educación,utu,43,twitter
educación,consejo,43,twitter
educación,conferencia,42,twitter
educación,jornada,42,twitter
educación,autoridades,42,twitter
tecnología,tecnología,"1,450",post_facebook
tecnología,ciencia,139,post_facebook
tecnología,vida,125,post_facebook
tecnología,información,121,post_facebook
tecnología,nacional,100,post_facebook
tecnología,personas,99,post_facebook
tecnología,desarrollo,99,post_facebook
tecnología,antel,94,post_facebook
tecnología,importante,94,post_facebook
tecnología,servicio,90,post_facebook
tecnología,forma,90,post_facebook
tecnología,sistema,87,post_facebook
tecnología,medio,84,post_facebook
tecnología,gobierno,84,post_facebook
tecnología,educación,84,post_facebook
tecnología,internet,81,post_facebook
tecnología,semana,77,post_facebook
tecnología,empresa,76,post_facebook
tecnología,internacional,73,post_facebook
tecnología,mundial,72,post_facebook
tecnología,historia,72,post_facebook
tecnología,producción,72,post_facebook
tecnología,plan,71,post_facebook
tecnología,social,70,post_facebook
tecnología,programa,69,post_facebook
tecnología,proyecto,63,post_facebook
tecnología,presente,62,post_facebook
tecnología,innovación,62,post_facebook
tecnología,red,61,post_facebook
tecnología,empresas,61,post_facebook
tecnología,tecnología,"3,268",facebook_comentarios
tecnología,personas,245,facebook_comentarios
tecnología,gobierno,208,facebook_comentarios
tecnología,vida,205,facebook_comentarios
tecnología,educación,197,facebook_comentarios
tecnología,mal,186,facebook_comentarios
tecnología,ciencia,170,facebook_comentarios
tecnología,tanta,162,facebook_comentarios
tecnología,forma,142,facebook_comentarios
tecnología,saludos,121,facebook_comentarios
tecnología,internet,120,facebook_comentarios
tecnología,sociedad,119,facebook_comentarios
tecnología,países,118,facebook_comentarios
tecnología,social,116,facebook_comentarios
tecnología,antel,115,facebook_comentarios
tecnología,sistema,114,facebook_comentarios
tecnología,hola,109,facebook_comentarios
tecnología,seguridad,109,facebook_comentarios
tecnología,problema,105,facebook_comentarios
tecnología,salud,102,facebook_comentarios
tecnología,calidad,101,facebook_comentarios
tecnología,servicio,101,facebook_comentarios
tecnología,celular,101,facebook_comentarios
tecnología,pasa,98,facebook_comentarios
tecnología,cambio,97,facebook_comentarios
tecnología,desarrollo,96,facebook_comentarios
tecnología,gusta,96,facebook_comentarios
tecnología,servicios,93,facebook_comentarios
tecnología,plan,91,facebook_comentarios
tecnología,dinero,91,facebook_comentarios
educación,calidad,41,twitter
educación,presentación,40,twitter
educación,seguridad,39,twitter
educación,jorgewlarranaga,37,twitter
educación,j,36,twitter
educación,seminario,35,twitter
educación,eduverdict,35,twitter
educación,jóvenes,34,twitter
tecnología,tecnología,382,twitter
tecnología,ciencia,80,twitter
tecnología,ceibal,32,twitter
tecnología,plan,30,twitter
tecnología,innovación,29,twitter
tecnología,utu,23,twitter
tecnología,semana,21,twitter
tecnología,educación,18,twitter
tecnología,revistalento,12,twitter
tecnología,mbrechner,12,twitter
tecnología,concurso,11,twitter
tecnología,anep,11,twitter
tecnología,proyecto,11,twitter
tecnología,columna,11,twitter
tecnología,digital,9,twitter
tecnología,educativa,9,twitter
tecnología,semanacytuy,9,twitter
tecnología,docentes,9,twitter
tecnología,áreas,8,twitter
futuro,futuro,"4,065",post_facebook
futuro,nacional,452,post_facebook
futuro,vida,398,post_facebook
futuro,gobierno,398,post_facebook
futuro,presente,317,post_facebook
futuro,frente,275,post_facebook
futuro,personas,255,post_facebook
futuro,política,231,post_facebook
futuro,peñarol,227,post_facebook
futuro,sociedad,211,post_facebook
futuro,importante,210,post_facebook
futuro,historia,209,post_facebook
futuro,social,206,post_facebook
futuro,luis,200,post_facebook
futuro,educación,200,post_facebook
futuro,forma,198,post_facebook
futuro,club,193,post_facebook
futuro,pueblo,184,post_facebook
futuro,programa,181,post_facebook
futuro,medio,178,post_facebook
futuro,equipo,175,post_facebook
futuro,salud,173,post_facebook
futuro,república,170,post_facebook
futuro,desarrollo,170,post_facebook
futuro,camino,170,post_facebook
futuro,proyecto,167,post_facebook
futuro,feliz,166,post_facebook
futuro,familia,165,post_facebook
futuro,jóvenes,165,post_facebook
futuro,cambio,163,post_facebook
futuro,futuro,"25,519",facebook_comentarios
futuro,gobierno,"1,617",facebook_comentarios
futuro,vida,"1,588",facebook_comentarios
futuro,presente,"1,104",facebook_comentarios
futuro,nacional,"1,059",facebook_comentarios
futuro,pueblo,999,facebook_comentarios
futuro,mal,995,facebook_comentarios
futuro,personas,971,facebook_comentarios
futuro,frente,869,facebook_comentarios
futuro,pensar,822,facebook_comentarios
futuro,educación,773,facebook_comentarios
futuro,familia,756,facebook_comentarios
futuro,sociedad,729,facebook_comentarios
futuro,espera,685,facebook_comentarios
futuro,vivir,658,facebook_comentarios
futuro,peñarol,658,facebook_comentarios
futuro,jóvenes,650,facebook_comentarios
futuro,suerte,624,facebook_comentarios
futuro,historia,611,facebook_comentarios
futuro,ustedes,587,facebook_comentarios
futuro,persona,576,facebook_comentarios
futuro,luis,560,facebook_comentarios
futuro,veo,545,facebook_comentarios
futuro,importa,545,facebook_comentarios
futuro,fa,539,facebook_comentarios
futuro,realidad,520,facebook_comentarios
futuro,acuerdo,515,facebook_comentarios
futuro,respeto,511,facebook_comentarios
futuro,jovenes,508,facebook_comentarios
futuro,peor,507,facebook_comentarios
tecnología,diseño,8,twitter
tecnología,investigación,8,twitter
tecnología,eqk,8,twitter
tecnología,cambio,8,twitter
tecnología,pedagogía,8,twitter
tecnología,servicio,7,twitter
tecnología,puentecelsa,7,twitter
tecnología,htt,7,twitter
tecnología,migrar,7,twitter
tecnología,futuro,7,twitter
tecnología,magelafuzatti,7,twitter
futuro,futuro,"1,106",twitter
futuro,presente,54,twitter
futuro,nacional,41,twitter
futuro,luislacallepou,37,twitter
futuro,gobierno,33,twitter
futuro,volver,29,twitter
futuro,planeta,27,twitter
futuro,jóvenes,27,twitter
futuro,educación,27,twitter
futuro,jorgewlarranaga,25,twitter
futuro,construyendo,23,twitter
futuro,frente,21,twitter
futuro,historia,20,twitter
futuro,club,19,twitter
futuro,dmartinez,18,twitter
futuro,htt,18,twitter
futuro,intendente,18,twitter
futuro,todosuy,17,twitter
futuro,ajeuruguay,17,twitter
esperanza,esperanza,"2,040",post_facebook
esperanza,vida,473,post_facebook
esperanza,amor,373,post_facebook
esperanza,blogspot,243,post_facebook
esperanza,corazón,202,post_facebook
esperanza,fe,193,post_facebook
esperanza,reflexionesamistadyalgomas,182,post_facebook
esperanza,paz,180,post_facebook
esperanza,nacional,159,post_facebook
esperanza,alegría,155,post_facebook
esperanza,historia,153,post_facebook
esperanza,salud,150,post_facebook
esperanza,familia,139,post_facebook
esperanza,camino,132,post_facebook
esperanza,personas,130,post_facebook
esperanza,celeste,126,post_facebook
esperanza,feliz,122,post_facebook
esperanza,luz,116,post_facebook
esperanza,fuerza,115,post_facebook
esperanza,señor,114,post_facebook
esperanza,gobierno,113,post_facebook
esperanza,luis,111,post_facebook
esperanza,frente,110,post_facebook
esperanza,sueño,109,post_facebook
futuro,amplio,16,twitter
esperanza,amigos,109,post_facebook
esperanza,tú,105,post_facebook
esperanza,realidad,103,post_facebook
esperanza,madre,103,post_facebook
esperanza,escribe,102,post_facebook
esperanza,alma,101,post_facebook
esperanza,esperanza,"7,523",facebook_comentarios
esperanza,vida,759,facebook_comentarios
esperanza,fe,465,facebook_comentarios
esperanza,pueblo,453,facebook_comentarios
esperanza,personas,448,facebook_comentarios
esperanza,gobierno,414,facebook_comentarios
esperanza,pierde,340,facebook_comentarios
esperanza,fuerza,336,facebook_comentarios
esperanza,amor,310,facebook_comentarios
esperanza,nacional,310,facebook_comentarios
esperanza,luis,307,facebook_comentarios
esperanza,equipo,300,facebook_comentarios
esperanza,futuro,268,facebook_comentarios
esperanza,ustedes,258,facebook_comentarios
esperanza,paz,250,facebook_comentarios
esperanza,familia,247,facebook_comentarios
esperanza,mensaje,245,facebook_comentarios
esperanza,cambio,245,facebook_comentarios
esperanza,salud,239,facebook_comentarios
esperanza,viva,234,facebook_comentarios
esperanza,ganar,206,facebook_comentarios
esperanza,mal,205,facebook_comentarios
esperanza,queda,204,facebook_comentarios
esperanza,tarde,201,facebook_comentarios
esperanza,frente,201,facebook_comentarios
esperanza,celeste,198,facebook_comentarios
esperanza,tú,193,facebook_comentarios
esperanza,vivir,189,facebook_comentarios
esperanza,pan,188,facebook_comentarios
esperanza,luz,187,facebook_comentarios
futuro,edición,16,twitter
futuro,viene,15,twitter
futuro,m,15,twitter
futuro,encuentro,15,twitter
futuro,importante,15,twitter
futuro,tedxmontevideo,15,twitter
futuro,uruguaynosedetiene,14,twitter
futuro,redaprendizajes,14,twitter
futuro,gol,14,twitter
futuro,peñarol,13,twitter
esperanza,esperanza,327,twitter
esperanza,mía,33,twitter
esperanza,alegría,24,twitter
esperanza,desayunos,11,twitter
esperanza,laliespos,10,twitter
esperanza,fe,10,twitter
esperanza,uruguaynosedetiene,10,twitter
esperanza,frente,9,twitter
esperanza,tomás,9,twitter
esperanza,pelota,8,twitter
esperanza,pnacional,8,twitter
esperanza,futuro,8,twitter
esperanza,programa,8,twitter
esperanza,amplio,8,twitter
esperanza,medio,8,twitter
esperanza,mia,8,twitter
esperanza,padre,8,twitter
esperanza,lista,7,twitter
esperanza,equipo,7,twitter
esperanza,amor,7,twitter
innovación,innovación,382,post_facebook
innovación,nacional,81,post_facebook
innovación,investigación,66,post_facebook
innovación,tecnología,62,post_facebook
innovación,educación,59,post_facebook
innovación,desarrollo,58,post_facebook
innovación,social,48,post_facebook
innovación,producción,44,post_facebook
innovación,cultura,44,post_facebook
innovación,información,43,post_facebook
innovación,proyecto,43,post_facebook
innovación,gobierno,40,post_facebook
innovación,sociedad,39,post_facebook
innovación,medio,38,post_facebook
innovación,programa,37,post_facebook
innovación,forma,36,post_facebook
innovación,agencia,36,post_facebook
innovación,ciencia,35,post_facebook
innovación,futuro,35,post_facebook
innovación,público,35,post_facebook
innovación,universidad,34,post_facebook
innovación,ganar,34,post_facebook
innovación,república,33,post_facebook
innovación,empresas,33,post_facebook
innovación,proyectos,33,post_facebook
innovación,org,33,post_facebook
innovación,tecnológica,33,post_facebook
innovación,política,32,post_facebook
innovación,apoyo,31,post_facebook
innovación,frente,31,post_facebook
innovación,innovación,307,facebook_comentarios
innovación,educación,21,facebook_comentarios
innovación,tecnología,20,facebook_comentarios
innovación,desarrollo,18,facebook_comentarios
innovación,investigación,16,facebook_comentarios
innovación,mal,15,facebook_comentarios
innovación,calidad,15,facebook_comentarios
innovación,empresa,14,facebook_comentarios
innovación,vida,14,facebook_comentarios
innovación,social,13,facebook_comentarios
innovación,proyecto,13,facebook_comentarios
esperanza,fuerza,7,twitter
esperanza,final,7,twitter
innovación,idea,13,facebook_comentarios
innovación,cambio,13,facebook_comentarios
innovación,gobierno,12,facebook_comentarios
innovación,sistema,12,facebook_comentarios
innovación,nacional,12,facebook_comentarios
innovación,medio,11,facebook_comentarios
innovación,servicio,10,facebook_comentarios
innovación,mejorar,10,facebook_comentarios
innovación,impuestos,9,facebook_comentarios
innovación,excelente,9,facebook_comentarios
innovación,creatividad,9,facebook_comentarios
innovación,base,9,facebook_comentarios
innovación,recursos,9,facebook_comentarios
innovación,política,9,facebook_comentarios
innovación,historia,9,facebook_comentarios
innovación,futuro,9,facebook_comentarios
innovación,forma,9,facebook_comentarios
innovación,cultura,9,facebook_comentarios
innovación,público,9,facebook_comentarios
esperanza,mensaje,7,twitter
esperanza,abrazo,7,twitter
esperanza,pronto,6,twitter
esperanza,pueblo,6,twitter
esperanza,raulsendic,6,twitter
esperanza,lali,6,twitter
esperanza,confianza,6,twitter
esperanza,espósito,6,twitter
innovación,innovación,160,twitter
innovación,tecnología,29,twitter
innovación,ciencia,15,twitter
innovación,investigación,12,twitter
innovación,desarrollo,12,twitter
innovación,educación,8,twitter
innovación,endei,8,twitter
innovación,proyecto,7,twitter
innovación,diseño,7,twitter
innovación,utu,6,twitter
innovación,concurso,6,twitter
innovación,pablo,6,twitter
innovación,anteldetodos,6,twitter
innovación,uruguayxmás,6,twitter
innovación,liderazgo,6,twitter
innovación,proyectos,6,twitter
innovación,ceibal,5,twitter
innovación,social,5,twitter
innovación,cambio,5,twitter
innovación,landoni,5,twitter
innovación,tradición,5,twitter
innovación,agro,5,twitter
arte,arte,"2,101",post_facebook
arte,amor,190,post_facebook
arte,cultura,181,post_facebook
arte,vida,177,post_facebook
arte,música,152,post_facebook
arte,obra,140,post_facebook
arte,facebook,136,post_facebook
arte,rodríguez,135,post_facebook
arte,revista,131,post_facebook
arte,historia,130,post_facebook
arte,obras,129,post_facebook
arte,artistas,125,post_facebook
arte,clara,123,post_facebook
arte,artista,122,post_facebook
arte,jaime,116,post_facebook
arte,libros,113,post_facebook
arte,malena,108,post_facebook
arte,nacional,108,post_facebook
arte,encuentro,105,post_facebook
arte,muestra,103,post_facebook
arte,museo,102,post_facebook
arte,teatro,98,post_facebook
arte,https,94,post_facebook
arte,ciudad,91,post_facebook
arte,cultural,89,post_facebook
arte,juventud,88,post_facebook
arte,forma,85,post_facebook
arte,espacio,84,post_facebook
arte,libro,84,post_facebook
arte,viernes,80,post_facebook
arte,arte,"6,135",facebook_comentarios
arte,obra,503,facebook_comentarios
arte,cultura,432,facebook_comentarios
arte,vida,368,facebook_comentarios
arte,magia,313,facebook_comentarios
arte,música,238,facebook_comentarios
arte,obras,222,facebook_comentarios
arte,amor,214,facebook_comentarios
arte,personas,202,facebook_comentarios
arte,gusta,180,facebook_comentarios
arte,sociedad,177,facebook_comentarios
arte,artista,176,facebook_comentarios
arte,forma,150,facebook_comentarios
arte,mal,150,facebook_comentarios
arte,artistas,143,facebook_comentarios
arte,respeto,143,facebook_comentarios
arte,animal,139,facebook_comentarios
arte,gobierno,133,facebook_comentarios
arte,animales,128,facebook_comentarios
arte,toros,125,facebook_comentarios
arte,historia,123,facebook_comentarios
arte,medio,118,facebook_comentarios
arte,pueblo,112,facebook_comentarios
arte,paz,111,facebook_comentarios
arte,importante,111,facebook_comentarios
arte,hermoso,110,facebook_comentarios
arte,toro,101,facebook_comentarios
arte,persona,101,facebook_comentarios
arte,matar,101,facebook_comentarios
arte,muerte,101,facebook_comentarios
innovación,políticas,5,twitter
innovación,centro,5,twitter
innovación,apuesta,5,twitter
innovación,plan,5,twitter
innovación,empresas,5,twitter
innovación,méxico,4,twitter
innovación,latina,4,twitter
innovación,educativa,4,twitter
arte,arte,658,twitter
arte,música,29,twitter
arte,obra,25,twitter
arte,contemporáneo,24,twitter
arte,galería,19,twitter
arte,muestra,19,twitter
arte,espacio,18,twitter
arte,museo,17,twitter
arte,vivo,15,twitter
arte,ciudad,15,twitter
arte,cultura,15,twitter
arte,m,15,twitter
arte,diseño,14,twitter
arte,obras,14,twitter
arte,invierno,13,twitter
música,música,"6,037",post_facebook
música,entra,808,post_facebook
música,inolvidablefm,797,post_facebook
música,inolvidable,540,post_facebook
música,aire,525,post_facebook
música,escuchar,502,post_facebook
música,online,498,post_facebook
música,fm,463,post_facebook
música,web,455,post_facebook
música,voz,355,post_facebook
música,mensaje,348,post_facebook
música,radio,347,post_facebook
música,vida,337,post_facebook
música,pedido,317,post_facebook
música,comienza,313,post_facebook
música,prendido,298,post_facebook
música,gusta,285,post_facebook
música,feliz,279,post_facebook
música,musicapuertaapuerta,276,post_facebook
música,banda,275,post_facebook
música,julieta,274,post_facebook
música,vivo,271,post_facebook
música,escúchanos,271,post_facebook
música,video,254,post_facebook
música,canciones,247,post_facebook
música,teatro,236,post_facebook
música,pc,229,post_facebook
música,sintonízanos,228,post_facebook
música,semana,226,post_facebook
música,sitio,225,post_facebook
música,música,"10,386",facebook_comentarios
música,vida,886,facebook_comentarios
música,gusta,835,facebook_comentarios
música,personas,468,facebook_comentarios
música,corazón,463,facebook_comentarios
música,medio,462,facebook_comentarios
música,escuchar,429,facebook_comentarios
música,facebook,416,facebook_comentarios
música,espero,405,facebook_comentarios
música,amigos,394,facebook_comentarios
música,sueño,381,facebook_comentarios
música,persona,373,facebook_comentarios
música,encanta,363,facebook_comentarios
música,julieta,350,facebook_comentarios
música,página,339,facebook_comentarios
música,musical,330,facebook_comentarios
música,v,325,facebook_comentarios
música,calle,320,facebook_comentarios
música,chicos,318,facebook_comentarios
música,lea,311,facebook_comentarios
música,realidad,310,facebook_comentarios
música,ustedes,299,facebook_comentarios
música,crecer,296,facebook_comentarios
música,recursos,294,facebook_comentarios
música,escuchan,291,facebook_comentarios
música,altos,287,facebook_comentarios
música,caros,283,facebook_comentarios
música,anuncios,282,facebook_comentarios
música,podrías,277,facebook_comentarios
música,amo,277,facebook_comentarios
arte,colección,13,twitter
arte,artistas,13,twitter
arte,historia,13,twitter
arte,amor,13,twitter
arte,vida,12,twitter
arte,color,12,twitter
arte,otoño,12,twitter
arte,presión,12,twitter
arte,arredo,12,twitter
arte,arredomomentosunicos,12,twitter
arte,café,12,twitter
arte,mec,12,twitter
arte,joven,11,twitter
arte,libro,11,twitter
arte,encuentro,11,twitter
música,música,"1,695",twitter
música,vivo,79,twitter
música,escuchar,49,twitter
música,radio,42,twitter
música,festival,36,twitter
música,amp,34,twitter
música,teatro,34,twitter
música,vida,30,twitter
música,viernes,30,twitter
música,suena,30,twitter
música,arte,29,twitter
música,espero,28,twitter
música,drexlerjorge,28,twitter
música,amigos,28,twitter
música,aldeas,27,twitter
creatividad,creatividad,400,post_facebook
creatividad,grupo,57,post_facebook
creatividad,producción,50,post_facebook
creatividad,info,48,post_facebook
creatividad,agosto,46,post_facebook
música,show,25,twitter
música,sábado,25,twitter
creatividad,comienza,43,post_facebook
creatividad,desarrolla,43,post_facebook
creatividad,semana,42,post_facebook
creatividad,dj,41,post_facebook
creatividad,marcelo,41,post_facebook
creatividad,castelli,40,post_facebook
creatividad,marcelocastelli,40,post_facebook
creatividad,electronica,40,post_facebook
creatividad,musica,40,post_facebook
creatividad,limitados,39,post_facebook
creatividad,cupos,39,post_facebook
creatividad,diego,38,post_facebook
creatividad,música,36,post_facebook
creatividad,muestra,34,post_facebook
creatividad,colaboran,34,post_facebook
creatividad,productores,33,post_facebook
creatividad,reserva,33,post_facebook
creatividad,pp,32,post_facebook
creatividad,internacionalmente,32,post_facebook
creatividad,bravetti,32,post_facebook
creatividad,gustavo,32,post_facebook
creatividad,infanzon,32,post_facebook
creatividad,genios,31,post_facebook
creatividad,gusta,31,post_facebook
creatividad,meses,30,post_facebook
creatividad,creatividad,"1,504",facebook_comentarios
creatividad,vida,56,facebook_comentarios
creatividad,personas,51,facebook_comentarios
creatividad,gusta,47,facebook_comentarios
creatividad,programa,47,facebook_comentarios
creatividad,imaginación,44,facebook_comentarios
creatividad,mal,42,facebook_comentarios
creatividad,talento,37,facebook_comentarios
creatividad,arte,37,facebook_comentarios
creatividad,cero,36,facebook_comentarios
creatividad,ingenio,36,facebook_comentarios
creatividad,inteligencia,34,facebook_comentarios
creatividad,tanta,34,facebook_comentarios
creatividad,ustedes,33,facebook_comentarios
creatividad,educación,33,facebook_comentarios
creatividad,ideas,33,facebook_comentarios
creatividad,forma,32,facebook_comentarios
creatividad,crear,32,facebook_comentarios
creatividad,felicitaciones,32,facebook_comentarios
creatividad,social,32,facebook_comentarios
creatividad,medio,31,facebook_comentarios
creatividad,sistema,31,facebook_comentarios
creatividad,comentarios,31,facebook_comentarios
creatividad,excelente,30,facebook_comentarios
creatividad,idea,29,facebook_comentarios
creatividad,nacional,29,facebook_comentarios
creatividad,respeto,29,facebook_comentarios
creatividad,persona,28,facebook_comentarios
creatividad,programas,27,facebook_comentarios
creatividad,desarrollo,27,facebook_comentarios
música,m,25,twitter
música,viene,23,twitter
música,disco,23,twitter
música,banda,23,twitter
música,programa,23,twitter
música,gt,23,twitter
música,madrugada,23,twitter
música,sodre,23,twitter
música,rock,22,twitter
música,semana,21,twitter
música,mitre,21,twitter
música,llega,21,twitter
música,tarde,20,twitter
creatividad,creatividad,102,twitter
creatividad,j,6,twitter
creatividad,plan,5,twitter
creatividad,ceibal,5,twitter
creatividad,unidad,4,twitter
creatividad,artista,4,twitter
creatividad,importante,4,twitter
creatividad,innovación,4,twitter
creatividad,cuánta,4,twitter
creatividad,felicitaciones,4,twitter
creatividad,presente,4,twitter
creatividad,televisión,3,twitter
creatividad,pura,3,twitter
creatividad,via,3,twitter
creatividad,pablo,3,twitter
creatividad,semana,3,twitter
fútbol,fútbol,"10,212",post_facebook
fútbol,club,"1,526",post_facebook
fútbol,nacional,"1,416",post_facebook
fútbol,selección,"1,163",post_facebook
fútbol,peñarol,"1,120",post_facebook
fútbol,equipo,987,post_facebook
fútbol,mundial,983,post_facebook
fútbol,mirá,755,post_facebook
fútbol,copa,721,post_facebook
fútbol,celeste,720,post_facebook
fútbol,oficial,693,post_facebook
fútbol,historia,607,post_facebook
fútbol,jugadores,600,post_facebook
fútbol,final,598,post_facebook
fútbol,brasil,576,post_facebook
fútbol,partidos,565,post_facebook
fútbol,torneo,565,post_facebook
fútbol,auf,560,post_facebook
fútbol,jugar,552,post_facebook
fútbol,estadio,544,post_facebook
fútbol,jugador,541,post_facebook
fútbol,diego,528,post_facebook
fútbol,página,513,post_facebook
fútbol,goles,497,post_facebook
fútbol,danubio,478,post_facebook
fútbol,internacional,468,post_facebook
fútbol,decano,458,post_facebook
fútbol,semana,456,post_facebook
fútbol,gol,454,post_facebook
fútbol,asociación,451,post_facebook
fútbol,fútbol,"32,996",facebook_comentarios
fútbol,jugar,"2,900",facebook_comentarios
fútbol,jugadores,"2,767",facebook_comentarios
fútbol,nacional,"2,627",facebook_comentarios
fútbol,peñarol,"2,365",facebook_comentarios
fútbol,selección,"2,121",facebook_comentarios
fútbol,mundial,"2,111",facebook_comentarios
fútbol,jugador,"2,105",facebook_comentarios
fútbol,equipo,"1,980",facebook_comentarios
fútbol,mal,"1,567",facebook_comentarios
fútbol,historia,"1,476",facebook_comentarios
fútbol,cancha,"1,380",facebook_comentarios
fútbol,vida,"1,334",facebook_comentarios
fútbol,deporte,"1,309",facebook_comentarios
fútbol,copa,"1,301",facebook_comentarios
fútbol,club,"1,290",facebook_comentarios
fútbol,juega,"1,189",facebook_comentarios
fútbol,ganar,"1,113",facebook_comentarios
fútbol,gusta,"1,088",facebook_comentarios
fútbol,partidos,"1,075",facebook_comentarios
fútbol,fifa,"1,057",facebook_comentarios
fútbol,cuadro,"1,056",facebook_comentarios
fútbol,brasil,"1,030",facebook_comentarios
fútbol,juego,985,facebook_comentarios
fútbol,jugando,964,facebook_comentarios
fútbol,violencia,926,facebook_comentarios
fútbol,chile,890,facebook_comentarios
fútbol,vergüenza,878,facebook_comentarios
fútbol,hinchas,872,facebook_comentarios
fútbol,técnico,853,facebook_comentarios
creatividad,lancha,3,twitter
creatividad,concurso,3,twitter
creatividad,lnzn,3,twitter
creatividad,flotante,3,twitter
creatividad,jhbqg,3,twitter
creatividad,jóvenes,3,twitter
creatividad,explosión,3,twitter
creatividad,educación,3,twitter
creatividad,integrapg,3,twitter
creatividad,música,3,twitter
creatividad,diseñando,2,twitter
creatividad,despertar,2,twitter
creatividad,digital,2,twitter
creatividad,diseñandoelcambio,2,twitter
fútbol,fútbol,"2,634",twitter
fútbol,nacional,115,twitter
fútbol,oro,110,twitter
fútbol,peñarol,94,twitter
fútbol,mundial,94,twitter
fútbol,historia,91,twitter
fútbol,selección,86,twitter
fútbol,campeón,75,twitter
fútbol,ghiggia,74,twitter
fútbol,equipo,73,twitter
fútbol,femenino,68,twitter
fútbol,jugar,67,twitter
fútbol,jugador,66,twitter
fútbol,club,62,twitter
deporte,deporte,"2,066",post_facebook
deporte,fútbol,260,post_facebook
deporte,nacional,240,post_facebook
deporte,turismo,212,post_facebook
deporte,ministerio,183,post_facebook
deporte,mundial,176,post_facebook
deporte,ovaciondigital,170,post_facebook
deporte,clic,151,post_facebook
deporte,celeste,142,post_facebook
deporte,violencia,138,post_facebook
deporte,club,109,post_facebook
deporte,equipo,109,post_facebook
deporte,nicolás,105,post_facebook
deporte,selección,103,post_facebook
deporte,foto,98,post_facebook
