pestaña,Cod_sede,Depto,Ciudad,CG,Sede,Juez,comunidad con,Oficina,Categ,Turno,Secc,Comp,Act_Jur,Cantidad
Famesp Mvd,-1,1,-1,-1,-1,1,-1,2,1,4,-1,11,AUDPREL,989
Famesp Mvd,-1,1,-1,-1,-1,1,-1,2,1,4,-1,11,AUDEVA,957
Famesp Mvd,-1,1,-1,-1,-1,1,-1,2,1,4,-1,11,AICNA,412
Famesp Mvd,-1,1,-1,-1,-1,1,-1,2,1,4,-1,11,VISITAS,56
Famesp Mvd,-1,1,-1,-1,-1,1,-1,2,1,4,-1,11,Otros_tipojuicio,99
Famesp Mvd,-1,1,-1,-1,-1,1,-1,2,1,4,-1,11,RESTEL,1350
Famesp Mvd,-1,1,-1,-1,-1,1,-1,2,1,4,-1,11,TRVD,509
Famesp Mvd,-1,1,-1,-1,-1,1,-1,2,1,4,-1,11,AUDUNI,925
Famesp Mvd,-1,1,-1,-1,-1,1,-1,2,1,6,-1,11,AIVD,626
Famesp Mvd,-1,1,-1,-1,-1,1,-1,2,1,6,-1,11,AUDPREL,780
Famesp Mvd,-1,1,-1,-1,-1,1,-1,2,1,6,-1,11,AUDEVA,215
Famesp Mvd,-1,1,-1,-1,-1,1,-1,2,1,6,-1,11,AICNA,344
Famesp Mvd,-1,1,-1,-1,-1,1,-1,2,1,6,-1,11,VISITAS,27
Famesp Mvd,-1,1,-1,-1,-1,1,-1,2,1,6,-1,11,Otros_tipojuicio,135
Famesp Mvd,-1,1,-1,-1,-1,1,-1,2,1,6,-1,11,RESTEL,1980
Famesp Mvd,-1,1,-1,-1,-1,1,-1,2,1,6,-1,11,TRVD,1021
Famesp Mvd,-1,1,-1,-1,-1,1,-1,2,1,6,-1,11,AUDUNI,741
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,1,1,1,-1,5,AIPE,422
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,1,1,1,-1,5,SENDEF,222
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,1,1,1,-1,5,EXPTR,468
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,1,1,1,-1,5,OFILIB,2540
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,1,1,1,-1,5,EXREC,155
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,1,1,1,-1,5,AARCH,270
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,1,1,1,-1,5,SUMINI,175
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,1,1,1,-1,5,PRESUMTR,289
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,1,1,1,-1,5,SUMTR,233
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,1,1,1,-1,5,CUMTR,62
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,1,1,1,-1,5,PRESOSS,81
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,1,1,1,-1,5,PRESOCS,39
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,1,1,7,-1,5,AIPE,498
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,1,1,7,-1,5,SENDEF,167
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,1,1,7,-1,5,EXPTR,397
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,1,1,7,-1,5,OFILIB,2174
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,1,1,7,-1,5,EXREC,79
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,1,1,7,-1,5,AARCH,430
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,1,1,7,-1,5,SUMINI,185
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,1,1,7,-1,5,PRESUMTR,203
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,1,1,7,-1,5,SUMTR,182
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,1,1,7,-1,5,CUMTR,84
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,1,1,7,-1,5,PRESOSS,75
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,1,1,7,-1,5,PRESOCS,1
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,2,1,2,-1,5,AIPE,417
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,2,1,2,-1,5,SENDEF,242
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,2,1,2,-1,5,EXPTR,868
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,2,1,2,-1,5,OFILIB,894
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,2,1,2,-1,5,EXREC,158
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,2,1,2,-1,5,AARCH,322
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,2,1,2,-1,5,SUMINI,213
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,2,1,2,-1,5,PRESUMTR,275
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,2,1,2,-1,5,SUMTR,467
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,2,1,2,-1,5,CUMTR,119
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,2,1,2,-1,5,PRESOSS,27
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,2,1,2,-1,5,PRESOCS,30
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,2,1,8,-1,5,AIPE,385
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,2,1,8,-1,5,SENDEF,178
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,2,1,8,-1,5,EXPTR,775
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,2,1,8,-1,5,OFILIB,760
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,2,1,8,-1,5,EXREC,78
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,2,1,8,-1,5,AARCH,298
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,2,1,8,-1,5,SUMINI,174
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,2,1,8,-1,5,PRESUMTR,197
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,2,1,8,-1,5,SUMTR,554
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,2,1,8,-1,5,CUMTR,67
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,2,1,8,-1,5,PRESOSS,62
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,2,1,8,-1,5,PRESOCS,15
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,3,1,3,-1,5,AIPE,481
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,3,1,3,-1,5,SENDEF,135
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,3,1,3,-1,5,EXPTR,532
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,3,1,3,-1,5,OFILIB,1665
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,3,1,3,-1,5,EXREC,99
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,3,1,3,-1,5,AARCH,512
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,3,1,3,-1,5,SUMINI,148
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,3,1,3,-1,5,PRESUMTR,119
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,3,1,3,-1,5,SUMTR,382
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,3,1,3,-1,5,CUMTR,56
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,3,1,3,-1,5,PRESOSS,42
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,3,1,3,-1,5,PRESOCS,8
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,3,1,9,-1,5,AIPE,639
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,3,1,9,-1,5,SENDEF,185
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,3,1,9,-1,5,EXPTR,791
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,3,1,9,-1,5,OFILIB,2259
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,3,1,9,-1,5,EXREC,76
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,3,1,9,-1,5,AARCH,217
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,3,1,9,-1,5,SUMINI,215
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,3,1,9,-1,5,PRESUMTR,353
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,3,1,9,-1,5,SUMTR,420
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,3,1,9,-1,5,CUMTR,71
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,3,1,9,-1,5,PRESOSS,75
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,3,1,9,-1,5,PRESOCS,34
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,4,1,4,-1,5,AIPE,498
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,4,1,4,-1,5,SENDEF,159
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,4,1,4,-1,5,EXPTR,709
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,4,1,4,-1,5,OFILIB,1637
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,4,1,4,-1,5,EXREC,131
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,4,1,4,-1,5,AARCH,186
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,4,1,4,-1,5,SUMINI,154
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,4,1,4,-1,5,PRESUMTR,269
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,4,1,4,-1,5,SUMTR,326
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,4,1,4,-1,5,CUMTR,114
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,4,1,4,-1,5,PRESOSS,94
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,4,1,4,-1,5,PRESOCS,15
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,4,1,10,-1,5,AIPE,629
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,4,1,10,-1,5,SENDEF,167
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,4,1,10,-1,5,EXPTR,773
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,4,1,10,-1,5,OFILIB,1855
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,4,1,10,-1,5,EXREC,65
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,4,1,10,-1,5,AARCH,426
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,4,1,10,-1,5,SUMINI,234
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,4,1,10,-1,5,PRESUMTR,483
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,4,1,10,-1,5,SUMTR,288
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,4,1,10,-1,5,CUMTR,99
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,4,1,10,-1,5,PRESOSS,129
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,4,1,10,-1,5,PRESOCS,29
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,5,1,5,-1,5,AIPE,449
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,5,1,5,-1,5,SENDEF,179
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,5,1,5,-1,5,EXPTR,608
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,5,1,5,-1,5,OFILIB,3352
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,5,1,5,-1,5,EXREC,49
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,5,1,5,-1,5,AARCH,228
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,5,1,5,-1,5,SUMINI,246
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,5,1,5,-1,5,PRESUMTR,302
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,5,1,5,-1,5,SUMTR,286
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,5,1,5,-1,5,CUMTR,49
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,5,1,5,-1,5,PRESOSS,110
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,5,1,5,-1,5,PRESOCS,25
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,5,1,11,-1,5,AIPE,213
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,5,1,11,-1,5,SENDEF,119
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,5,1,11,-1,5,EXPTR,453
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,5,1,11,-1,5,OFILIB,592
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,5,1,11,-1,5,EXREC,61
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,5,1,11,-1,5,AARCH,161
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,5,1,11,-1,5,SUMINI,98
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,5,1,11,-1,5,PRESUMTR,290
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,5,1,11,-1,5,SUMTR,152
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,5,1,11,-1,5,CUMTR,46
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,5,1,11,-1,5,PRESOSS,76
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,5,1,11,-1,5,PRESOCS,13
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,6,1,6,-1,5,AIPE,489
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,6,1,6,-1,5,SENDEF,160
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,6,1,6,-1,5,EXPTR,474
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,6,1,6,-1,5,OFILIB,660
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,6,1,6,-1,5,EXREC,92
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,6,1,6,-1,5,AARCH,245
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,6,1,6,-1,5,SUMINI,205
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,6,1,6,-1,5,PRESUMTR,289
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,6,1,6,-1,5,SUMTR,183
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,6,1,6,-1,5,CUMTR,27
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,6,1,6,-1,5,PRESOSS,87
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,6,1,6,-1,5,PRESOCS,19
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,6,1,12,-1,5,AIPE,324
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,6,1,12,-1,5,SENDEF,117
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,6,1,12,-1,5,EXPTR,606
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,6,1,12,-1,5,OFILIB,1004
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,6,1,12,-1,5,EXREC,68
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,6,1,12,-1,5,AARCH,203
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,6,1,12,-1,5,SUMINI,153
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,6,1,12,-1,5,PRESUMTR,384
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,6,1,12,-1,5,SUMTR,219
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,6,1,12,-1,5,CUMTR,47
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,6,1,12,-1,5,PRESOSS,75
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,6,1,12,-1,5,PRESOCS,14
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,7,1,13,-1,5,AIPE,454
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,7,1,13,-1,5,SENDEF,146
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,7,1,13,-1,5,EXPTR,653
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,7,1,13,-1,5,OFILIB,1095
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,7,1,13,-1,5,EXREC,80
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,7,1,13,-1,5,AARCH,156
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,7,1,13,-1,5,SUMINI,158
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,7,1,13,-1,5,PRESUMTR,223
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,7,1,13,-1,5,SUMTR,416
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,7,1,13,-1,5,CUMTR,77
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,7,1,13,-1,5,PRESOSS,131
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,7,1,13,-1,5,PRESOCS,42
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,7,1,14,-1,5,AIPE,489
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,7,1,14,-1,5,SENDEF,153
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,7,1,14,-1,5,EXPTR,733
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,7,1,14,-1,5,OFILIB,1232
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,7,1,14,-1,5,EXREC,99
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,7,1,14,-1,5,AARCH,148
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,7,1,14,-1,5,SUMINI,207
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,7,1,14,-1,5,PRESUMTR,226
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,7,1,14,-1,5,SUMTR,480
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,7,1,14,-1,5,CUMTR,52
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,7,1,14,-1,5,PRESOSS,138
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,7,1,14,-1,5,PRESOCS,21
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,8,1,15,-1,5,AIPE,315
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,8,1,15,-1,5,SENDEF,149
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,8,1,15,-1,5,EXPTR,261
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,8,1,15,-1,5,OFILIB,899
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,8,1,15,-1,5,EXREC,112
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,8,1,15,-1,5,AARCH,203
Penal y Crimen Mvd,-1,1,-1,-1,-1,1,-1,8,1,15,-1,5,SUMINI,124
