pestaña,Cod_sede,Depto,Ciudad,CG,Sede,Juez,comunidad con,Oficina,Categ,Turno,Secc,Comp,Act_Jur,Cantidad
CGP Capital,133,1,-1,-1,-1,1,-1,8,2,21,-1,9,AUDR,298
CGP Capital,133,1,-1,-1,-1,1,-1,8,2,21,-1,9,SENDEF_ANT,47
CGP Capital,133,1,-1,-1,-1,1,-1,8,2,21,-1,9,SENDEF,54
CGP Capital,133,1,-1,-1,-1,1,-1,8,2,21,-1,9,SENINT,21
CGP Capital,133,1,-1,-1,-1,1,-1,8,2,21,-1,9,PROV,3643
CGP Capital,133,1,-1,-1,-1,1,-1,8,2,21,-1,9,OFILIB,1318
CGP Capital,133,1,-1,-1,-1,1,-1,8,2,21,-1,9,EXREC,29
CGP Capital,133,1,-1,-1,-1,1,-1,8,2,21,-1,9,AARCH,1331
CGP Capital,133,1,-1,-1,-1,1,-1,8,2,21,-1,9,CEDULON,795
CGP Capital,133,1,-1,-1,-1,1,-1,8,2,21,-1,9,EXPTR_31/12/15,724
CGP Capital,133,1,-1,-1,-1,1,-1,8,2,21,-1,9,EXPTR_31/12/16,736
CGP Capital,133,1,-1,-1,-1,1,-1,8,2,21,-1,9,AUDCON_ANT,274
CGP Capital,133,1,-1,-1,-1,1,-1,8,2,21,-1,9,AUDCON,310
CGP Capital,133,1,-1,-1,-1,1,-1,8,2,21,-1,9,AUDR_ANT_2,259
CGP Capital,133,1,-1,-1,-1,1,-1,8,2,21,-1,9,AUDR_2,299
CGP Capital,133,1,-1,-1,-1,1,-1,8,2,21,-1,9,AUDS,11
CGP Capital,133,1,-1,-1,-1,1,-1,8,2,21,-1,9,AUDNOT,293
CGP Capital,133,1,-1,-1,-1,1,-1,8,2,21,-1,9,AUDTTOT,1
CGP Capital,133,1,-1,-1,-1,1,-1,8,2,21,-1,9,AUDTPAR,0
CGP Capital,133,1,-1,-1,-1,1,-1,8,2,21,-1,9,AUDPRO,5
CGP Capital,133,1,-1,-1,-1,1,-1,8,2,21,-1,9,AUDPREL,111
CGP Capital,133,1,-1,-1,-1,1,-1,8,2,21,-1,9,AUDCOMP,81
CGP Capital,133,1,-1,-1,-1,1,-1,8,2,21,-1,9,AUDUNI,6
CGP Capital,133,1,-1,-1,-1,1,-1,8,2,21,-1,9,AUDVOL,0
CGP Capital,133,1,-1,-1,-1,1,-1,8,2,21,-1,9,AUDLECT,63
CGP Capital,133,1,-1,-1,-1,1,-1,8,2,21,-1,9,AUDOTR,38
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,INIORDA,587
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,INIJDO,19
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,INISD,22
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,AI_ANT,582
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,AI,628
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,AUDR_ANT,218
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,AUDR,183
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,SENDEF_ANT,47
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,SENDEF,42
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,SENINT,13
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,PROV,3334
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,OFILIB,1549
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,EXREC,18
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,EXCUM,140
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,AARCH,1400
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,CEDULON,776
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,EXPTR_31/12/15,623
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,EXPTR_31/12/16,566
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,AUDCON_ANT,257
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,AUDCON,216
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,AUDR_ANT_2,218
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,AUDR_2,183
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,AUDS,33
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,AUDNOT,178
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,AUDTTOT,5
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,AUDTPAR,0
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,AUDPRO,0
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,AUDPREL,66
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,AUDCOMP,69
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,AUDUNI,10
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,AUDVOL,5
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,AUDLECT,33
CGP Capital,134,1,-1,-1,-1,1,-1,9,2,22,-1,9,AUDOTR,0
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,INIORDA,580
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,INIJDO,31
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,INISD,25
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,AI_ANT,600
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,AI,636
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,AUDR_ANT,231
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,AUDR,259
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,SENDEF_ANT,40
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,SENDEF,44
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,SENINT,7
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,PROV,3584
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,OFILIB,1284
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,EXREC,23
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,AARCH,1054
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,CEDULON,817
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,EXPTR_31/12/15,660
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,EXPTR_31/12/16,552
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,AUDCON_ANT,256
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,AUDCON,279
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,AUDR_ANT_2,231
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,AUDR_2,259
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,AUDS,20
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,AUDNOT,245
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,AUDTTOT,8
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,AUDTPAR,0
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,AUDPRO,6
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,AUDPREL,72
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,AUDCOMP,113
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,AUDUNI,10
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,AUDVOL,6
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,AUDLECT,44
CGP Capital,135,1,-1,-1,-1,1,-1,9,2,23,-1,9,AUDOTR,14
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,INIORDA,582
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,INIJDO,14
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,INISD,25
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,AI_ANT,613
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,AI,621
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,AUDR_ANT,238
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,AUDR,314
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,SENDEF_ANT,42
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,SENDEF,64
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,SENINT,641
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,PROV,3061
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,OFILIB,1356
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,EXREC,21
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,AARCH,1439
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,CEDULON,820
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,EXPTR_31/12/15,851
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,EXPTR_31/12/16,796
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,AUDCON_ANT,244
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,AUDCON,321
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,AUDR_ANT_2,239
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,AUDR_2,314
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,AUDS,7
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,AUDNOT,301
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,AUDTTOT,9
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,AUDTPAR,0
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,AUDPRO,4
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,AUDPREL,87
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,AUDCOMP,141
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,AUDUNI,19
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,AUDVOL,0
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,AUDLECT,67
CGP Capital,136,1,-1,-1,-1,1,-1,10,2,24,-1,9,AUDOTR,0
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,INIORDA,580
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,INIJDO,20
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,INISD,32
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,AI_ANT,609
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,AI,632
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,AUDR_ANT,256
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,AUDR,341
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,SENDEF_ANT,46
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,SENDEF,57
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,SENINT,8
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,PROV,3927
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,OFILIB,1471
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,EXREC,25
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,AARCH,1445
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,CEDULON,972
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,EXPTR_31/12/15,947
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,EXPTR_31/12/16,923
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,AUDCON_ANT,270
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,AUDCON,358
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,AUDR_ANT_2,257
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,AUDR_2,341
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,AUDS,17
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,AUDNOT,311
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,AUDTTOT,15
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,AUDTPAR,0
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,AUDPRO,15
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,AUDPREL,92
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,AUDCOMP,161
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,AUDUNI,26
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,AUDVOL,2
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,AUDLECT,60
CGP Capital,137,1,-1,-1,-1,1,-1,10,2,25,-1,9,AUDOTR,0
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,INIORDA,595
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,INIJDO,25
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,INISD,42
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,AI_ANT,651
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,AI,662
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,AUDR_ANT,145
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,AUDR,225
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,SENDEF_ANT,35
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,SENDEF,47
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,SENINT,65
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,PROV,3102
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,OFILIB,1255
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,EXREC,32
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,AARCH,1039
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,CEDULON,654
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,EXPTR_31/12/15,662
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,EXPTR_31/12/16,502
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,AUDCON_ANT,195
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,AUDCON,235
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,AUDR_ANT_2,143
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,AUDR_2,225
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,AUDS,10
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,AUDNOT,204
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,AUDTTOT,10
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,AUDTPAR,2
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,AUDPRO,9
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,AUDPREL,75
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,AUDCOMP,88
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,AUDUNI,12
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,AUDVOL,7
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,AUDLECT,42
CGP Capital,139,1,-1,-1,-1,1,-1,11,2,29,-1,9,AUDOTR,1
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,INIORDA,573
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,INIJDO,32
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,INISD,39
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,AI_ANT,608
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,AI,644
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,AUDR_ANT,209
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,AUDR,276
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,SENDEF_ANT,34
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,SENDEF,47
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,SENINT,46
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,PROV,3365
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,OFILIB,1275
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,EXREC,27
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,AARCH,1198
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,CEDULON,684
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,EXPTR_31/12/15,800
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,EXPTR_31/12/16,536
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,AUDCON_ANT,264
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,AUDCON,351
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,AUDR_ANT_2,209
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,AUDR_2,276
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,AUDS,75
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,AUDNOT,261
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,AUDTTOT,15
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,AUDTPAR,0
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,AUDPRO,0
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,AUDPREL,80
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,AUDCOMP,126
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,AUDUNI,7
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,AUDVOL,0
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,AUDLECT,48
CGP Capital,140,1,-1,-1,-1,1,-1,12,2,27,-1,9,AUDOTR,15
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,INIORDA,593
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,INIJDO,25
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,INISD,37
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,AI_ANT,609
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,AI,655
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,AUDR_ANT,169
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,AUDR,288
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,SENDEF_ANT,36
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,SENDEF,66
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,SENINT,53
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,PROV,3471
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,OFILIB,1196
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,EXREC,28
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,AARCH,1300
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,CEDULON,587
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,EXPTR_31/12/15,815
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,EXPTR_31/12/16,658
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,AUDCON_ANT,212
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,AUDCON,330
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,AUDR_ANT_2,169
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,AUDR_2,288
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,AUDS,42
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,AUDNOT,272
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,AUDTTOT,16
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,AUDTPAR,0
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,AUDPRO,0
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,AUDPREL,94
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,AUDCOMP,107
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,AUDUNI,0
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,AUDVOL,21
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,AUDLECT,59
CGP Capital,141,1,-1,-1,-1,1,-1,12,2,28,-1,9,AUDOTR,7
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,INIORDA,624
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,INIJDO,18
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,INISD,49
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,AI_ANT,674
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,AI,691
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,AUDR_ANT,214
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,AUDR,260
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,SENDEF_ANT,47
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,SENDEF,57
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,SENINT,19
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,PROV,3084
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,OFILIB,1214
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,EXREC,20
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,AARCH,1047
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,CEDULON,576
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,EXPTR_31/12/15,862
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,EXPTR_31/12/16,715
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,AUDCON_ANT,237
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,AUDCON,270
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,AUDR_ANT_2,214
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,AUDR_2,260
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,AUDS,10
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,AUDNOT,233
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,AUDTTOT,14
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,AUDTPAR,0
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,AUDPRO,13
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,AUDPREL,91
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,AUDCOMP,90
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,AUDUNI,16
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,AUDVOL,4
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,AUDLECT,58
CGP Capital,143,1,-1,-1,-1,1,-1,13,2,31,-1,9,AUDOTR,1
CGP Capital,144,1,-1,-1,-1,1,-1,13,2,32,-1,9,INIORDA,630
CGP Capital,144,1,-1,-1,-1,1,-1,13,2,32,-1,9,INIJDO,32
CGP Capital,144,1,-1,-1,-1,1,-1,13,2,32,-1,9,INISD,44
CGP Capital,144,1,-1,-1,-1,1,-1,13,2,32,-1,9,AI_ANT,628
CGP Capital,144,1,-1,-1,-1,1,-1,13,2,32,-1,9,AI,706
CGP Capital,144,1,-1,-1,-1,1,-1,13,2,32,-1,9,AUDR_ANT,200
CGP Capital,144,1,-1,-1,-1,1,-1,13,2,32,-1,9,AUDR,233
CGP Capital,144,1,-1,-1,-1,1,-1,13,2,32,-1,9,SENDEF_ANT,52
CGP Capital,144,1,-1,-1,-1,1,-1,13,2,32,-1,9,SENDEF,58
CGP Capital,144,1,-1,-1,-1,1,-1,13,2,32,-1,9,SENINT,30
CGP Capital,144,1,-1,-1,-1,1,-1,13,2,32,-1,9,PROV,3514
CGP Capital,144,1,-1,-1,-1,1,-1,13,2,32,-1,9,OFILIB,1214
CGP Capital,144,1,-1,-1,-1,1,-1,13,2,32,-1,9,EXREC,19
CGP Capital,144,1,-1,-1,-1,1,-1,13,2,32,-1,9,AARCH,1071
CGP Capital,144,1,-1,-1,-1,1,-1,13,2,32,-1,9,CEDULON,724
CGP Capital,144,1,-1,-1,-1,1,-1,13,2,32,-1,9,EXPTR_31/12/15,844
CGP Capital,144,1,-1,-1,-1,1,-1,13,2,32,-1,9,EXPTR_31/12/16,707
CGP Capital,144,1,-1,-1,-1,1,-1,13,2,32,-1,9,AUDCON_ANT,215
CGP Capital,144,1,-1,-1,-1,1,-1,13,2,32,-1,9,AUDCON,270
CGP Capital,144,1,-1,-1,-1,1,-1,13,2,32,-1,9,AUDR_ANT_2,202
CGP Capital,144,1,-1,-1,-1,1,-1,13,2,32,-1,9,AUDR_2,233
CGP Capital,144,1,-1,-1,-1,1,-1,13,2,32,-1,9,AUDS,37
CGP Capital,144,1,-1,-1,-1,1,-1,13,2,32,-1,9,AUDNOT,210
CGP Capital,144,1,-1,-1,-1,1,-1,13,2,32,-1,9,AUDTTOT,13
CGP Capital,144,1,-1,-1,-1,1,-1,13,2,32,-1,9,AUDTPAR,0
