Cod_sede,Depto,Ciudad,CG,Sede,Juez,comunidad con,Oficina,Categ,Turno,Secc,Comp,Variable,Valor
-1,1,-1,-1,-1,1,-1,1,1,1,-1,5,AIPE,422
-1,1,-1,-1,-1,1,-1,1,1,1,-1,5,SENDEF,222
-1,1,-1,-1,-1,1,-1,1,1,1,-1,5,EXPTR,468
-1,1,-1,-1,-1,1,-1,1,1,1,-1,5,OFILIB,2540
-1,1,-1,-1,-1,1,-1,1,1,1,-1,5,EXREC,155
-1,1,-1,-1,-1,1,-1,1,1,1,-1,5,AARCH,270
-1,1,-1,-1,-1,1,-1,1,1,1,-1,5,SUMINI,175
-1,1,-1,-1,-1,1,-1,1,1,1,-1,5,PRESUMTR,289
-1,1,-1,-1,-1,1,-1,1,1,1,-1,5,SUMTR,233
-1,1,-1,-1,-1,1,-1,1,1,1,-1,5,CUMTR,62
-1,1,-1,-1,-1,1,-1,1,1,1,-1,5,PRESOSS,81
-1,1,-1,-1,-1,1,-1,1,1,1,-1,5,PRESOCS,39
-1,1,-1,-1,-1,1,-1,1,1,7,-1,5,AIPE,498
-1,1,-1,-1,-1,1,-1,1,1,7,-1,5,SENDEF,167
-1,1,-1,-1,-1,1,-1,1,1,7,-1,5,EXPTR,397
-1,1,-1,-1,-1,1,-1,1,1,7,-1,5,OFILIB,2174
-1,1,-1,-1,-1,1,-1,1,1,7,-1,5,EXREC,79
-1,1,-1,-1,-1,1,-1,1,1,7,-1,5,AARCH,430
-1,1,-1,-1,-1,1,-1,1,1,7,-1,5,SUMINI,185
-1,1,-1,-1,-1,1,-1,1,1,7,-1,5,PRESUMTR,203
-1,1,-1,-1,-1,1,-1,1,1,7,-1,5,SUMTR,182
-1,1,-1,-1,-1,1,-1,1,1,7,-1,5,CUMTR,84
-1,1,-1,-1,-1,1,-1,1,1,7,-1,5,PRESOSS,75
-1,1,-1,-1,-1,1,-1,1,1,7,-1,5,PRESOCS,1
-1,1,-1,-1,-1,1,-1,2,1,2,-1,5,AIPE,417
-1,1,-1,-1,-1,1,-1,2,1,2,-1,5,SENDEF,242
-1,1,-1,-1,-1,1,-1,2,1,2,-1,5,EXPTR,868
-1,1,-1,-1,-1,1,-1,2,1,2,-1,5,OFILIB,894
-1,1,-1,-1,-1,1,-1,2,1,2,-1,5,EXREC,158
-1,1,-1,-1,-1,1,-1,2,1,2,-1,5,AARCH,322
-1,1,-1,-1,-1,1,-1,2,1,2,-1,5,SUMINI,213
-1,1,-1,-1,-1,1,-1,2,1,2,-1,5,PRESUMTR,275
-1,1,-1,-1,-1,1,-1,2,1,2,-1,5,SUMTR,467
-1,1,-1,-1,-1,1,-1,2,1,2,-1,5,CUMTR,119
-1,1,-1,-1,-1,1,-1,2,1,2,-1,5,PRESOSS,27
-1,1,-1,-1,-1,1,-1,2,1,2,-1,5,PRESOCS,30
-1,1,-1,-1,-1,1,-1,2,1,8,-1,5,AIPE,385
-1,1,-1,-1,-1,1,-1,2,1,8,-1,5,SENDEF,178
-1,1,-1,-1,-1,1,-1,2,1,8,-1,5,EXPTR,775
-1,1,-1,-1,-1,1,-1,2,1,8,-1,5,OFILIB,760
-1,1,-1,-1,-1,1,-1,2,1,8,-1,5,EXREC,78
-1,1,-1,-1,-1,1,-1,2,1,8,-1,5,AARCH,298
-1,1,-1,-1,-1,1,-1,2,1,8,-1,5,SUMINI,174
-1,1,-1,-1,-1,1,-1,2,1,8,-1,5,PRESUMTR,197
-1,1,-1,-1,-1,1,-1,2,1,8,-1,5,SUMTR,554
-1,1,-1,-1,-1,1,-1,2,1,8,-1,5,CUMTR,67
-1,1,-1,-1,-1,1,-1,2,1,8,-1,5,PRESOSS,62
-1,1,-1,-1,-1,1,-1,2,1,8,-1,5,PRESOCS,15
-1,1,-1,-1,-1,1,-1,3,1,3,-1,5,AIPE,481
-1,1,-1,-1,-1,1,-1,3,1,3,-1,5,SENDEF,135
-1,1,-1,-1,-1,1,-1,3,1,3,-1,5,EXPTR,532
-1,1,-1,-1,-1,1,-1,3,1,3,-1,5,OFILIB,1665
-1,1,-1,-1,-1,1,-1,3,1,3,-1,5,EXREC,99
-1,1,-1,-1,-1,1,-1,3,1,3,-1,5,AARCH,512
-1,1,-1,-1,-1,1,-1,3,1,3,-1,5,SUMINI,148
-1,1,-1,-1,-1,1,-1,3,1,3,-1,5,PRESUMTR,119
-1,1,-1,-1,-1,1,-1,3,1,3,-1,5,SUMTR,382
-1,1,-1,-1,-1,1,-1,3,1,3,-1,5,CUMTR,56
-1,1,-1,-1,-1,1,-1,3,1,3,-1,5,PRESOSS,42
-1,1,-1,-1,-1,1,-1,3,1,3,-1,5,PRESOCS,8
-1,1,-1,-1,-1,1,-1,3,1,9,-1,5,AIPE,639
-1,1,-1,-1,-1,1,-1,3,1,9,-1,5,SENDEF,185
-1,1,-1,-1,-1,1,-1,3,1,9,-1,5,EXPTR,791
-1,1,-1,-1,-1,1,-1,3,1,9,-1,5,OFILIB,2259
-1,1,-1,-1,-1,1,-1,3,1,9,-1,5,EXREC,76
-1,1,-1,-1,-1,1,-1,3,1,9,-1,5,AARCH,217
-1,1,-1,-1,-1,1,-1,3,1,9,-1,5,SUMINI,215
-1,1,-1,-1,-1,1,-1,3,1,9,-1,5,PRESUMTR,353
-1,1,-1,-1,-1,1,-1,3,1,9,-1,5,SUMTR,420
-1,1,-1,-1,-1,1,-1,3,1,9,-1,5,CUMTR,71
-1,1,-1,-1,-1,1,-1,3,1,9,-1,5,PRESOSS,75
-1,1,-1,-1,-1,1,-1,3,1,9,-1,5,PRESOCS,34
-1,1,-1,-1,-1,1,-1,4,1,4,-1,5,AIPE,498
-1,1,-1,-1,-1,1,-1,4,1,4,-1,5,SENDEF,159
-1,1,-1,-1,-1,1,-1,4,1,4,-1,5,EXPTR,709
-1,1,-1,-1,-1,1,-1,4,1,4,-1,5,OFILIB,1637
-1,1,-1,-1,-1,1,-1,4,1,4,-1,5,EXREC,131
-1,1,-1,-1,-1,1,-1,4,1,4,-1,5,AARCH,186
-1,1,-1,-1,-1,1,-1,4,1,4,-1,5,SUMINI,154
-1,1,-1,-1,-1,1,-1,4,1,4,-1,5,PRESUMTR,269
-1,1,-1,-1,-1,1,-1,4,1,4,-1,5,SUMTR,326
-1,1,-1,-1,-1,1,-1,4,1,4,-1,5,CUMTR,114
-1,1,-1,-1,-1,1,-1,4,1,4,-1,5,PRESOSS,94
-1,1,-1,-1,-1,1,-1,4,1,4,-1,5,PRESOCS,15
-1,1,-1,-1,-1,1,-1,4,1,10,-1,5,AIPE,629
-1,1,-1,-1,-1,1,-1,4,1,10,-1,5,SENDEF,167
-1,1,-1,-1,-1,1,-1,4,1,10,-1,5,EXPTR,773
-1,1,-1,-1,-1,1,-1,4,1,10,-1,5,OFILIB,1855
-1,1,-1,-1,-1,1,-1,4,1,10,-1,5,EXREC,65
-1,1,-1,-1,-1,1,-1,4,1,10,-1,5,AARCH,426
-1,1,-1,-1,-1,1,-1,4,1,10,-1,5,SUMINI,234
-1,1,-1,-1,-1,1,-1,4,1,10,-1,5,PRESUMTR,483
-1,1,-1,-1,-1,1,-1,4,1,10,-1,5,SUMTR,288
-1,1,-1,-1,-1,1,-1,4,1,10,-1,5,CUMTR,99
-1,1,-1,-1,-1,1,-1,4,1,10,-1,5,PRESOSS,129
-1,1,-1,-1,-1,1,-1,4,1,10,-1,5,PRESOCS,29
-1,1,-1,-1,-1,1,-1,5,1,5,-1,5,AIPE,449
-1,1,-1,-1,-1,1,-1,5,1,5,-1,5,SENDEF,179
-1,1,-1,-1,-1,1,-1,5,1,5,-1,5,EXPTR,608
-1,1,-1,-1,-1,1,-1,5,1,5,-1,5,OFILIB,3352
-1,1,-1,-1,-1,1,-1,5,1,5,-1,5,EXREC,49
-1,1,-1,-1,-1,1,-1,5,1,5,-1,5,AARCH,228
-1,1,-1,-1,-1,1,-1,5,1,5,-1,5,SUMINI,246
