Cod_sede,Depto,Ciudad,CG,Sede,Juez,comunidad con,Oficina,Categ,Turno,Secc,Comp,Variable,Valor
-1,2,Artigas,-1,-1,1,-1,-1,1,2,-1,CGP,AICIV,163
-1,2,Artigas,-1,-1,1,-1,-1,1,2,-1,CGP,AILAB,152
-1,2,Artigas,-1,-1,1,-1,-1,1,2,-1,CGP,AICONT,0
-1,2,Artigas,-1,-1,1,-1,-1,1,2,-1,CGP,AICONC,0
-1,2,Artigas,-1,-1,1,-1,-1,1,2,-1,CGP,AIFAM,353
-1,2,Artigas,-1,-1,1,-1,-1,1,2,-1,CGP,SDCIV,15
-1,2,Artigas,-1,-1,1,-1,-1,1,2,-1,CGP,SDFAM,50
-1,2,Artigas,-1,-1,1,-1,-1,1,2,-1,CGP,SDLAB,16
-1,2,Artigas,-1,-1,1,-1,-1,1,2,-1,CGP,SDCONT,0
-1,2,Artigas,-1,-1,1,-1,-1,1,2,-1,CGP,SDCONC,0
-1,2,Artigas,-1,-1,1,-1,-1,1,2,-1,CGP,DENPOLVD,175
-1,2,Artigas,-1,-1,1,-1,-1,1,2,-1,CGP,AIJDOVD,15
-1,2,Artigas,-1,-1,1,-1,-1,1,2,-1,CGP,AIBARVD,3
-1,2,Artigas,-1,-1,1,-1,-1,1,2,-1,CGP,AIVD,193
-1,2,Artigas,-1,-1,1,-1,-1,1,2,-1,CGP,AUDPREL,8
-1,2,Artigas,-1,-1,1,-1,-1,1,2,-1,CGP,AUDEVAL,9
-1,2,Artigas,-1,-1,1,-1,-1,1,2,-1,CGP,AICNA,179
-1,2,Artigas,-1,-1,1,-1,-1,1,2,-1,CGP,AI18895,0
-1,2,Artigas,-1,-1,1,-1,-1,1,2,-1,CGP,SD18895,0
-1,2,Artigas,-1,-1,1,-1,-1,1,2,-1,CGP,TR31/12/2015,1414
-1,2,Artigas,-1,-1,1,-1,-1,1,2,-1,CGP,AUDR,454
