Cod_sede,Depto,Ciudad,CG,Sede,Juez,comunidad con,Oficina,Categ,Turno,Secc,Comp,Variable,Valor
-1,1,-1,-1,-1,1,-1,1,2,2,-1,9,INITOT,686
-1,1,-1,-1,-1,1,-1,1,2,2,-1,9,SENDEF,33
-1,1,-1,-1,-1,1,-1,1,2,2,-1,9,OFILIB,1136
-1,1,-1,-1,-1,1,-1,1,2,2,-1,9,EXREC,22
-1,1,-1,-1,-1,1,-1,1,2,2,-1,9,AARCH,615
-1,1,-1,-1,-1,1,-1,1,2,2,-1,9,CEDULON,586
-1,1,-1,-1,-1,1,-1,1,2,2,-1,9,TR31/12/15,431
-1,1,-1,-1,-1,1,-1,1,2,2,-1,9,AUDCON,269
-1,1,-1,-1,-1,1,-1,1,2,2,-1,9,AUDR,255
-1,1,-1,-1,-1,1,-1,1,2,2,-1,9,AUDS,14
-1,1,-1,-1,-1,1,-1,1,2,3,-1,9,INITOT,689
-1,1,-1,-1,-1,1,-1,1,2,3,-1,9,SENDEF,48
-1,1,-1,-1,-1,1,-1,1,2,3,-1,9,OFILIB,1203
-1,1,-1,-1,-1,1,-1,1,2,3,-1,9,EXREC,20
-1,1,-1,-1,-1,1,-1,1,2,3,-1,9,AARCH,692
-1,1,-1,-1,-1,1,-1,1,2,3,-1,9,CEDULON,749
-1,1,-1,-1,-1,1,-1,1,2,3,-1,9,TR31/12/15,630
-1,1,-1,-1,-1,1,-1,1,2,3,-1,9,AUDCON,343
-1,1,-1,-1,-1,1,-1,1,2,3,-1,9,AUDR,289
-1,1,-1,-1,-1,1,-1,1,2,3,-1,9,AUDS,54
-1,1,-1,-1,-1,1,-1,2,2,4,-1,9,INITOT,714
-1,1,-1,-1,-1,1,-1,2,2,4,-1,9,SENDEF,41
-1,1,-1,-1,-1,1,-1,2,2,4,-1,9,OFILIB,1308
-1,1,-1,-1,-1,1,-1,2,2,4,-1,9,EXREC,30
-1,1,-1,-1,-1,1,-1,2,2,4,-1,9,AARCH,1186
-1,1,-1,-1,-1,1,-1,2,2,4,-1,9,CEDULON,645
-1,1,-1,-1,-1,1,-1,2,2,4,-1,9,TR31/12/15,633
-1,1,-1,-1,-1,1,-1,2,2,4,-1,9,AUDCON,295
-1,1,-1,-1,-1,1,-1,2,2,4,-1,9,AUDR,281
-1,1,-1,-1,-1,1,-1,2,2,4,-1,9,AUDS,14
-1,1,-1,-1,-1,1,-1,2,2,5,-1,9,INITOT,688
-1,1,-1,-1,-1,1,-1,2,2,5,-1,9,SENDEF,43
-1,1,-1,-1,-1,1,-1,2,2,5,-1,9,OFILIB,1393
